Date,Hour,Minute,Tweet text,Polarity,Sentiment
08/20/2017,19,59,"I m done this is too much sonico supersonico imweak nipaishin 2paishin anime instagram com p BYCPDXGlW B",0.200000,1
08/20/2017,19,59,"We moving RIGHT NOW SundayFundayCookout Street Cafe instagram com p BYCPBIPlydu",0.285714,1
08/20/2017,19,59,"Just posted a photo Island USA instagram com p BYCPAIWnA95X Zu1EFNgVR8HN4xPaJgNl4ivqps0",0.000000,0
08/20/2017,19,59,"Black kenny livesat47st 8sve at the builtmore right across the street from deli pizza club reported the rape to commissionerbratton",0.059524,1
08/20/2017,19,59,"Tastemakers Rack on sat sun Danyaki com Shop Now The essence of 14oz instagram com p BYCO 4sjGb6",0.000000,0
08/20/2017,19,59,"makinganentrance makeanentrance singaporenationaldayreception2017 sg52 newyorkcity instagram com p BYCO O7FKD2",0.000000,0
08/20/2017,19,58,"Just posted a photo Island USA instagram com p BYCO9dZHqAoa vhDFxTiC mqB13e7srxYyx zSE0",0.000000,0
08/20/2017,19,58,"Finding the quiet spots in HarlemMeer on the northern end of the park home instagram com p BYCO7KOAaaC",0.000000,0
08/20/2017,19,58,"mypeople dontpretend York New York instagram com p BYCO7BlFpYy",0.136364,1
08/20/2017,19,58,"VIAJAR es la nica cosa que compras y te hace m s RICO Square New York City instagram com p BYCO6aiDb7Q",0.136364,1
08/20/2017,19,58,"Just posted a photo Island USA instagram com p BYCO63THe1wN R bcczjKBhByeq7qeZF08gC4jI0",0.000000,0
08/20/2017,19,58,"Croissant Cocktail Restaurant instagram com p BYCO5hfHw0b",0.000000,0
08/20/2017,19,58,"Ready for show 13 aboutlastnight chappellercmh and instagram com p BYCO2qfh0RX",0.200000,1
08/20/2017,19,58,"Giant Cup of Chicken Fingers French Fries and Soda all in one Just one of the amazing Deep instagram com p BYCO3K3B9Zg",0.000000,1
08/20/2017,19,58,"Congrats Kara and OJ Great seeing two of my favorite people getting married and catching up instagram com p BYCO20ihXlw",0.537500,1
08/20/2017,19,57,"Might have taken 4 hours but I made it to the beach Go to Roy s if you ever get a flat in instagram com p BYCO1WVj xy",-0.025000,-1
08/20/2017,19,57,"Trying to put one on the wall GrindorDie at No Mystery Studios with Colo BacktoBuisness instagram com p BYCOzJrhbP6",0.000000,0
08/20/2017,19,57,"Viva La Vida NEW YORK CITY She is the most beautiful girl at the brooklynbridge instagram com p BYCOxhhlqM8",0.495455,1
08/20/2017,19,57,"Precisely Da Franco instagram com p BYCOwfclOHI",0.400000,1
08/20/2017,19,57,"Just posted a photo Chinatown instagram com p BYCOw2MD nP",0.000000,0
08/20/2017,19,57,"artusalawfirm Princess Diana Confided Her Divorce Problems To George Michael Radar Online http dlvr it PgRpWN njdivorcelawyers pic twitter com Q9Gjl0G1Vc",0.000000,0
08/20/2017,19,56,"TONIGHT SUNDAY Grand opening of HookahSundays at SLLOUNGE with a Live Performance instagram com p BYCOuHdHUWK",0.318182,1
08/20/2017,19,56,"en New York Central Park instagram com p BYCOuNLFwUrD scSCeccfMFh 3zSuP1Eh2WwEJI0",0.068182,1
08/20/2017,19,56,"deadndrippin behindthescenes alternativemodel altclothing instagram com p BYCOsgon 0zT Z5DupEULGT73 9jwj83E8CKwfg0",0.000000,0
08/20/2017,19,56,"They Ask Me Where I m From Who I Do It For NewJersey New Jersey instagram com p BYCOrI jwZC",0.136364,1
08/20/2017,19,56,"Some things will always remain the same When they been in your life so long god put them there instagram com p BYCOqlqh88l",-0.025000,-1
08/20/2017,19,56,"Uniquely New York art Bubbles Marbles Glass balls Tiles bubbles tiles tileart instagram com p BYCOqJ9nwT0",0.136364,1
08/20/2017,19,56,"GOAT round 2 My cheeks still hurt from laughing instagram com p BYCOpDRh5h1k YD5RwMbC2TpopYRqr6MD9C 42Q0",-0.200000,-1
08/20/2017,19,56,"Charlie s all groomed up Emote lang sa picture si petchay shipoo instagram com p BYCOoKLhVY M jA1uoqhUM7ESiMiAKv7twqzlxE0",0.000000,0
08/20/2017,19,55,"I m baack Thanh Hoai in Jersey City NJ swarmapp com c 9wJyp8Jsova",0.000000,0
08/20/2017,19,55,"SummerSlam WWE Bigcass BigShow EnzoAmore Wrestling LuchaLibre en Barclays Center instagram com p BYCOmmQBrO0",-0.100000,-1
08/20/2017,19,55,"In this world you either selling or you buying PB Riis National Park Beach instagram com p BYCOmsgFgxw",0.000000,0
08/20/2017,19,55,"Light Up the Sky bloomingdales lightupthesky lookup solareclipse moonandstars moon stars instagram com p BYCOmT5nXA1",0.400000,1
08/20/2017,19,55,"YES ANOTHER ONE FOR THE SUMMER imjustadj djlife instagram com p BYCOk8Sh 0sq w8OjJiiwPDpAni1rbfN2vpD Nk0",0.000000,0
08/20/2017,19,55,"Black kenny pugh darkskin crookedsmile has long straight black hair till shoulders ponytail or braids under doorag",-0.045833,-1
08/20/2017,19,55,"HEMSMITH in SOHO from 10am 930pm Last day Monday instagram com p BYCOjubnsrLm Ns VC bsN jrwbLYNYXd3sXlOM0",0.000000,0
08/20/2017,19,55,"Who lives in a pineapple under the sea Prospect Park instagram com p BYB8TkBD 1 u 6AM4hy0STxLKG72kQnEnC cAM0",0.000000,0
08/20/2017,19,55,"Happy birthday to Woolyn One year old woolynbklyn instagram com p BYCOidYlHav",0.450000,1
08/20/2017,19,55,"The Drive brought that Chip Home NL4L FLYBOYS ZooCrewLeague2017 instagram com p BYCOiQBlvAGL pE BBx 5Mj5Wkv HMvivRtayrU0",0.000000,0
08/20/2017,19,55,"TONIGHT POOL PARTY AT DELA MORA SUNDAY FUNDAY SUMMER EDITION VEN instagram com p BYCOiJ nRqLo PpWsDYKc58hha9ZriUE0 F9ELM0",0.000000,0
08/20/2017,19,55,"Una noticia de ltimo minuto incre ble Gutierrez instagram com p BYCOh4sgF5K",0.000000,0
08/20/2017,19,55,"I wish I am a newyorker Piers Sunset Terrace instagram com p BYCOgxAnhaQX 87APT12R 8Wf8lnyDY0nYjWEBA0",0.000000,0
08/20/2017,19,54,"New black slipmats on new black turntables madebyida com instagram com p BYCOftUAbD9",-0.015152,-1
08/20/2017,19,54,"I was asked if some of my Art could be used in the book Chuck D Presents This Day In Rap And instagram com p BYCOfjJlQqh",0.000000,0
08/20/2017,19,54,"deadndrippin behindthescenes alternativemodel altclothing instagram com p BYCOfSYn3Asz qOPUIX37Ek 68MAiw7yFs sJOI0",0.000000,0
08/20/2017,19,54,"Back at you York New York instagram com p BYCObS7H6Y0",0.068182,1
08/20/2017,19,54,"There s 4wtc and right next to it is the new 3wtc Another office building that has been long instagram com p BYCOdkCl2QN",0.093019,1
08/20/2017,19,54,"Final NewYorkCity sunset before the solareclipse We love all of you globally We re all instagram com p BYCOTdfAObJ",0.166667,1
08/20/2017,19,54,"Making sure to get in all the tourist attractions Red Cube a Resin instagram com p BYCOci D1Gz",0.250000,1
08/20/2017,19,54,"I m at in New York NY swarmapp com c hzqdxuCKgE0",0.136364,1
08/20/2017,19,54,"Dinner for Sunday while rendering a video Park Boulevard instagram com p BYCOcBWlDNW",0.000000,0
08/20/2017,19,54,"Dinner with my lovely wife Ya instagram com p BYCObRUgI8V",0.500000,1
08/20/2017,19,54,"The Pain coming soon to Spotify Tidal Napster Spotify link in bio Numbr79 instagram com p BYCOZoyllRl",0.000000,0
08/20/2017,19,53,"Sunday of Shine and Shimmery raulpenaranda raulpe aranda penarandaatelier penarandaworld instagram com p BYCOYbHlc5l",0.000000,0
08/20/2017,19,53,"Yes yes y all summerslam2017 wwe summerslam Brooklyn FinnBalor AJStyles SamoaJoe instagram com p BYCOWamDYAB",0.000000,0
08/20/2017,19,53,"Ahhh my favorite kind of apple Views from my brand new home sweet home Coffee Company instagram com p BYCOVn hmET",0.396591,1
08/20/2017,19,53,"Y pues Nos vemos en Una horas gameofthronesnotofficial en New York New York instagram com p BYCOU1mB x8",0.136364,1
08/20/2017,19,53,"Sick as a dog but craving fresh watermelon usdaorganic too wholefoodsmarket instagram com p BYCOS mnxj",-0.207143,-1
08/20/2017,19,53,"I m at LIRR Valley Stream Station in Valley Stream NY swarmapp com c 7k5KfmlZ8Rp",0.000000,0
08/20/2017,19,53,"Designed some tour merch for my guy 24hrs last tour 2fourhrs nightshifttour merchdesign instagram com p BYCOSNonAMn",0.000000,0
08/20/2017,19,53,"445 East 145th Street the Bronx pic twitter com W8sETkOiX4",0.000000,0
08/20/2017,19,52,"Followed by the eye of sauron wellittables Tavern instagram com p BYCORdjhtAP",0.000000,0
08/20/2017,19,52,"More of my mom s fun time last night millie butterfly Hall instagram com p BYCORATgRZ",0.266667,1
08/20/2017,19,52,"thank you for organizing such an awesome pilates class lululemon instagram com p BYCOQdTAI9Y",0.500000,1
08/20/2017,19,52,"Tickled pink with this weekend s fabulous finds tiepolo dante moma nyc matisse manet instagram com p BYCOQ2QA9gn",0.150000,1
08/20/2017,19,52,"Close out the another summer weekend with music indie folk original vocals instagram com p BYCOQp7g8oK",0.187500,1
08/20/2017,19,52,"who doesn t love a sunset instagram com p BYCOP8 nW9D",0.500000,1
08/20/2017,19,52,"Chappelle Show Chappelleshow let s start the show RaffZillaNights DaveChappelle instagram com p BYCOPWwA eC",0.000000,0
08/20/2017,19,52,"current weather in Belleville clear sky 80 F 44 humidity wind 7mph pressure 1019mb",0.050000,1
08/20/2017,19,52,"Camino a Jones Beach valentinochocolate York New York instagram com p BYCOONwh8uT",0.136364,1
08/20/2017,19,52,"summer league champs wit the Coach of the Year DaddyHacks instagram com p BYCOOHuDd1 N t8FZMQFCvIhlEe0I AbZDvTH00",0.000000,0
08/20/2017,19,52,"A taste of what to expect 3 weeks from tomorrow at with my band Youngblood instagram com p BYCOOZuhE40",0.000000,0
08/20/2017,19,52,"Black kenny pugh age55 60years old raped me he used voodo and hypnosis to rape meand he stole all my money 4years ago longblackhair",-0.033333,-1
08/20/2017,19,52,"current weather in Bayonne clear sky 80 F 44 humidity wind 7mph pressure 1019mb",0.050000,1
08/20/2017,19,52,"Fun Fun More Fun Thanks to all family and friends for the continued love support Congrats instagram com p BYCOKilHbjj",0.350000,1
08/20/2017,19,51,"current weather in Jersey City clear sky 80 F 44 humidity wind 7mph pressure 1019mb",0.050000,1
08/20/2017,19,51,"Working on my Artist s Way Laverne is helping Harlem instagram com p BYCOJiWH0oa",0.000000,0
08/20/2017,19,51,"dominoesforgiants Brooklyn instagram com p BYCOD WF8pPP 6tHvWaHaJMfmCiOss5Fa9jwLw00",0.000000,0
08/20/2017,19,51,"current weather in Newark clear sky 80 F 44 humidity wind 7mph pressure 1019mb",0.050000,1
08/20/2017,19,51,"deadndrippin behindthescenes alternativemodel altclothing instagram com p BYCOIj3HqeRh VlSHZ9WQ6MAO5zBwLkBTIZOYBU0",0.000000,0
08/20/2017,19,51,"An enjoyable afternoon seeing Sweeney Todd at the Barrow Street Theatre Meat pie instagram com p BYB 6hgDXeR",0.500000,1
08/20/2017,19,51,"current weather in Paterson clear sky 79 F 44 humidity wind 7mph pressure 1019mb",0.050000,1
08/20/2017,19,51,"by me for ttpmasked in NYC 2017 tatetullier artseries themeobsession instagram com p BYCOHEMhqzE",0.000000,0
08/20/2017,19,51,"flickrapp it s death newyork York New York instagram com p BYCOGvxDHPl",0.136364,1
08/20/2017,19,51,"NY Bridges Buildings at sunset iphone7plus nofilter imonaboat Brooklyn instagram com p BYCOGgdAaQv",0.000000,0
