Date,Hour,Minute,Tweet text,Polarity,Sentiment
06/03/2017,19,59,"Big thanks to this young lady she is going through some tough times and she managed to show up instagram com p BU5ZDJXlNXM",-0.022222,-1
06/03/2017,19,59,"Repost get repost Day 2 ontheTrail discoverthetrail sbct livemusic instagram com p BU5ZDVIB5jJ",0.000000,0
06/03/2017,19,59,"Saturday nights at church Best religion ever toosweet wrestlingreligion gotochurch instagram com p BU5ZDLRjLI5",1.000000,1
06/03/2017,19,59,"SoHo looking fine today nyc general mood of up yours to the idiots trying to cause havoc in instagram com p BU5ZCpigWwx",-0.111111,-1
06/03/2017,19,59,"Repost dios moreno11 get repost Say I sound mad no just disappointed We all been instagram com p BU5ZBxGlNov",-0.325000,-1
06/03/2017,19,59,"I m listening nothingtosay focusonyourself realness Plaza instagram com p BU5ZBlrAEZe",0.000000,0
06/03/2017,19,59,"Dance away the pain smile ya ass off Bushwick Collective instagram com p BU5ZAFfA2ZC",0.300000,1
06/03/2017,19,59,"This dramatic ruffle poplin was the most coveted shirt for early Spring at NYCO So this week instagram com p BU5Y 8CAKCR",0.055556,1
06/03/2017,19,59,"White riot I want to riot White riot a riot of my own Island instagram com p BU5Y miBphD",0.200000,1
06/03/2017,19,59,"Hey its unionhenge just off theother5th parkslope the Hub Dancing instagram com p BU5Y xmg12G",0.000000,0
06/03/2017,19,59,"Just finished writing the first episode of my new show on WokeAF airing tomorrow on instagram com p BU5Y 9XluWk",0.193182,1
06/03/2017,19,59,"facts York New York instagram com p BU5Y slALCA",0.136364,1
06/03/2017,19,59,"Hey Brooklyn thehurts outabout in bedstuy brownstone Stuyvesant Brooklyn instagram com p BU5Y QPAVGZ",0.000000,0
06/03/2017,19,59,"Checked in Field for the pirates vs mets game w http MLB com",-0.400000,-1
06/03/2017,19,58,"Dusk Maritime Hotel instagram com p BU5Y9TSlGkT",0.000000,0
06/03/2017,19,58,"The kiss of death Cosplayers Venomous Black Cat http ms dc and mr marvel Rouge cin von quinzel instagram com p BU5Y8wgg7IR",-0.166667,-1
06/03/2017,19,58,"Special Event on NJPerformingArtsCenter at Prudential Hall http 511ny org EventDetails T RANSCOM ORI155526807",0.357143,1
06/03/2017,19,58,"Cleared Construction on JLine Manhattan bound from Myrtle Avenue Station to Marcy Avenue Station",0.000000,0
06/03/2017,19,58,"Cleared Construction on MLine Queens bound from Myrtle Avenue Station to Marcy Avenue Station",0.000000,0
06/03/2017,19,58,"Cleared Incident on 21Bus from Park Avenue Main Street to Main Street Washington Street",0.166667,1
06/03/2017,19,58,"Nothing says adultingsucks like doing laundry on a Saturday night Buds in Elizabeth NJ swarmapp com c lBWV26RTPiL",0.000000,0
06/03/2017,19,58,"Successful 1st day at the Rumble in the Bronx 2 0 and heading to instagram com p BU5Y7N6lqCJ SjnUJeVnSAbuXrFgNJu CL0YUU0",0.750000,1
06/03/2017,19,58,"IJS York New York instagram com p BU5Y699liYE",0.136364,1
06/03/2017,19,58,"CONTEST REPORT Daniel in the overall poswdown This kid has balls going against the SuperHeavy instagram com p BU5Y7Iyg3 T",0.000000,0
06/03/2017,19,58,"BestInNYC lacrosse ColumbiaUniversity FOLLOW THE LINK IN MY BIO FOR MORE instagram com p BU5Y6r2FA7R",0.500000,1
06/03/2017,19,58,"NYC New York instagram com p BU5Y6VrFy fs xK5rZbZhtdBJobEQJpnMAXtY7c0",0.136364,1
06/03/2017,19,58,"Before and after for my amores nanveg summerhair beforeandafter hairart hairtrend instagram com p BU5Y6f hpT6",0.000000,0
06/03/2017,19,58,"Show 3 Excited to see Come From Away with theatre broadway From Away instagram com p BU5Y5roBkVR",0.375000,1
06/03/2017,19,58,"Excited to see my pal Reed Birney on Broadway again broadway theatre 1984 georgeorwell instagram com p BU5Y5V7Degh",0.375000,1
06/03/2017,19,58,"Hill instagram com p BU5Y5Y6Bfc5",0.000000,0
06/03/2017,19,58,"AFRO HAITIAN AFFAIR READY ToniBeatz DjToniNYC Towers instagram com p BU5Y4N6FWfm",0.200000,1
06/03/2017,19,58,"Just posted a photo Square New York City instagram com p BU5Y4jUgpFDU WYFSJoFr3g0ysUd eJ0iZ38QSA0",0.136364,1
06/03/2017,19,58,"Y all already know what time it is June 9th me and the whole Hill family gonna be in the instagram com p BU5X2Hdl3C1",0.200000,1
06/03/2017,19,58,"Doing Brooklyn Right New York instagram com p BU5Y3rFhSBy",0.211039,1
06/03/2017,19,58,"on my way Square New York City instagram com p BU5Y3p1B7oOK jj3B85pBraude1I0qrWa6AmlCg0",0.136364,1
06/03/2017,19,58,"I m at Agape Love International in New York NY swarmapp com c 82ytX9B6nR3",0.212121,1
06/03/2017,19,58,"Hello happy trail rossoantico torso centaur met newyork latenight Metropolitan instagram com p BU5Y2ezF4rC",0.800000,1
06/03/2017,19,58,"Seeing 1984 lighting evenfrombehind bff culture Theatre instagram com p BU5Y2rFj3DA",0.000000,0
06/03/2017,19,58,"Schmeanesttt Square New York City instagram com p BU5Y1lugY8AF ZuaHeaatporH mMG9Hw5j6EO500",0.136364,1
06/03/2017,19,57,"verrazanobridge patterns Narrows Bridge instagram com p BU5Y16Sl0z6",0.000000,0
06/03/2017,19,57,"cokeyacht internationalwaters newyork nyc boatparty Line Sightseeing Cruises instagram com p BU5Y1ctjX6J",0.000000,0
06/03/2017,19,57,"2nd Course kale pear goat cheese and crispy prosciutto salad with balsamic mustard dressing instagram com p BU5Y1R7FjKR",0.000000,0
06/03/2017,19,57,"We are grown ups sometimes but maybe not now and that s instagram com p BU5Y0ahAEfNH rkTgRXA92tUwXl1gyA3oubqPE80",0.000000,0
06/03/2017,19,57,"FINALLY Rodgers Theatre in New York NY swarmapp com c 7DeMqfxw53F",0.068182,1
06/03/2017,19,57,"Beautiful view of Manhattan Downtown nyc manhattan beautifulview lastday Heights instagram com p BU5YzuSj9TG",0.850000,1
06/03/2017,19,57,"thank you for bringing it to Latino Laughter Joselito s Catch the wave tour instagram com p BU5YzrhgZ2Z",0.000000,0
06/03/2017,19,57,"Shortest line Maybe fastest line slingingburgers vegan swarmapp com c 9EgJONwSxZs pic twitter com TGyNlBWc2Z",0.000000,0
06/03/2017,19,57,"hahahaha RunninPlays SRFSCHL BackOutsideBoyz SuperValid Park instagram com p BU5Yw rFfxJ",0.200000,1
06/03/2017,19,57,"And sometimes you just have to fight Thank you muhammadali High Performance Center instagram com p BU5YyOghoGE",0.030000,1
06/03/2017,19,57,"Just posted a video Elite Palace instagram com p BU5YuKGFOGW",0.000000,0
06/03/2017,19,57,"therealclsmooth rockin the classics in Bushwick today TROY hiphop nyc brooklyn instagram com p BU5YxxTjdPD",0.000000,0
06/03/2017,19,57,"Segundo espet culo do dia Present Laughter com Kevin Kline newyork lifestyle instagram com p BU5YxfPjaBl",0.000000,0
06/03/2017,19,57,"I love Studio 54 because I imagine how much cocaine has been snorted in these very walls instagram com p BU5YxcRhtSI",0.300000,1
06/03/2017,19,57,"Just enjoying the views Park South in New York NY swarmapp com c 9jOPQUBwXm5",0.318182,1
06/03/2017,19,57,"Tom Z Howard Gilman Opera House in Brooklyn NY w swarmapp com c 38iRBHoasdC",0.000000,0
06/03/2017,19,57,"I wake up restless nights dreamin of you you and me us and we I must share your instagram com p BU5Yv4KleAY",0.000000,0
06/03/2017,19,57,"Great day for MSC at NYCFC 2 Union girls 1 Scorpion and 1 Cosmo all enjoying their meet and instagram com p BU5YvzLlNZr",0.650000,1
06/03/2017,19,57,"TONITE PAPI CHULO PARTY The Best Gay Latin Party in UPTOWN AT CASTRO BAR 104 DYCKMAN STREET instagram com p BU5YvRygsjY",0.708333,1
