Date,Hour,Minute,Tweet text,Polarity,Sentiment
09/10/2017,19,59,"Bye Bye US Open 2017 practicing backhand for next year usopen tennis tennisanyone instagram com p BY4Tu6AjUIj",0.000000,0
09/10/2017,19,59,"I got to take a pic with JaymesManfield Center instagram com p BY4Tu5KlUz7",-0.100000,-1
09/10/2017,19,59,"I don t know what to say but I know just how I feel bhoward mrpresident instagram com p BY4Tf1WjEEj",0.000000,0
09/10/2017,19,59,"Packed and moved all day Left Fire Island for the season Two hours of traffic to get home instagram com p BY4TtDjA6mv",0.000000,0
09/10/2017,19,59,"Looking down at the World Trade Center and Battery Park 911neverforget World Trade Center instagram com p BY4TsTYn1MN",-0.118519,-1
09/10/2017,19,59,"breaking the internet again with her plein NYFW instagram com p BY4TpNTlwvH",0.000000,0
09/10/2017,19,59,"About last night depechemode2017 Square Garden instagram com p BY4TrdWBXcW",0.000000,0
09/10/2017,19,59,"The gang being the America we wanna see in the world bestworldnyc grab your tats now before they instagram com p BY4TrhlHJHv",0.000000,0
09/10/2017,19,59,"Empire State",0.000000,0
09/10/2017,19,59,"NEXT Sunday in ridgewood queens nyc ridgewoodqueens ridgewoodny instagram com p BY4TqZyFe2v",0.000000,0
09/10/2017,19,59,"Millennial experiment 29rooms in New York NY swarmapp com c cR3LQUYdwkx pic twitter com GkTa1jowHI",0.136364,1
09/10/2017,19,59,"Its a celebration to another soon to be Mom SurroundedBySorors Love Support spr01 spr02 instagram com p BY4Tp3FFAcp",0.500000,1
09/10/2017,19,58,"make the days so much more beautiful womeninmyworld Drawing Center instagram com p BY4TphjF3ry",0.416667,1
09/10/2017,19,58,"York New York instagram com p BY4TomgDYyP",0.136364,1
09/10/2017,19,58,"I m at in New York NY swarmapp com c anG3vTuKUGX",0.136364,1
09/10/2017,19,58,"Well maybe it is myfirstbillboard garybreckheimer instagram com p BY4TntDnSnGn DY73K6gMTdkusJ6QU5eUbe1YFc0",0.000000,0
09/10/2017,19,58,"serving it up romper style K Javits Convention Center instagram com p BY4Tmt9AeNe",-0.100000,-1
09/10/2017,19,58,"Streetfood New york style nyc newyorkcity wanderer wanderlust travel traveler blog instagram com p BY4TmXOhe2e",0.136364,1
09/10/2017,19,58,"The Sweets 1st Dance York New York instagram com p BY4Tl7dh4Dv",0.136364,1
09/10/2017,19,58,"I m at Queens Midtown Tunnel in New York NY swarmapp com c 77TCLCi7oeu",0.136364,1
09/10/2017,19,58,"Look what nyc entrepreneurs created a must have for muti taskers The Airbender instagram com p BY4TkqplBxl",0.000000,0
09/10/2017,19,58,"A very special Happy Anniversary to my beloved bosses and friends Gabrielle Ashley Wishing we instagram com p BY4Tjs8gouS",0.654762,1
09/10/2017,19,58,"I can easily pass for country boy Best cure for anxiety and stress is to chop down the woods instagram com p BY4TkDQlvA9",0.425926,1
