Date,Tweet text,Polarity,Sentiment
2017-03-02 18:59,"Square New York City instagram com p BRJ7IYrAHL2K yNSs5B80ebDdOgbgfd P7cmS040",0.136364,positive
2017-03-02 18:59,"LOGAN HOM O DA PORRA Loews Village 7 for Logan in New York NY w swarmapp com c aoDV45CnYWO",0.136364,positive
2017-03-02 18:59,"About to see Kinky Boots on Broadway Boots on Broadway instagram com p BRJ7HlpFJbw",0.000000,neutral
2017-03-02 18:59,"I eat a lot of crap but I ve been testing a lot of these grain bowls and they re pretty damn instagram com p BRJ7Hjyg7hd",-0.275000,negative
2017-03-02 18:59,"Girl Geek Comic Book Club 3 2 moongirlanddevildinosaur volume1 amyreeder brookfieldplace http ln is www instagram com p Q1PGQ",0.250000,positive
2017-03-02 18:59,"I guess this is what tech looks like nothing on this table instagram com p BRJ7GlRjQAps 88cgYArA6rXbBmz1kdFoWveMtE0",0.000000,neutral
2017-03-02 18:59,"25 00 a pop at don Nikos Niko s Barbershop instagram com p BRJ7GLsgTUj",0.000000,neutral
2017-03-02 18:59,"American StillLife 2017 Edition NYC newyork newyorkcity bigapple grandcentral station instagram com p BRJ7E8kghbx",0.000000,neutral
2017-03-02 18:59,"a me veo por suerte New York instagram com p BRJ7ExTjFHV",0.136364,positive
2017-03-02 18:59,"Back to sweater weather which means this smile is fake instagram com p BRJ7EqFD8VZH o6O3zF1lx58wBuqDi VYAYbhVk0",-0.066667,negative
2017-03-02 18:59,"Children s Int Adv Hip Hop taught by claman danceworks dance xoxo creative instagram com p BRJ7DheDZ3g",0.500000,positive
2017-03-02 18:59,"T H U R S D A Y S S T A C K Because she needs a wedding band for every Anniversary instagram com p BRJ7DQcAAVM",0.000000,neutral
2017-03-02 18:58,"unionsquare Street Union Square instagram com p BRJ7BXnBqgyz O5cZK1FBo0LbtAeCUcE Dtaf4E0",0.000000,neutral
2017-03-02 18:58,"I m grateful it takes 9 months momshood com blog im gratef ul it takes 9 months",0.000000,neutral
2017-03-02 18:58,"That is until you fall on them highheels fail newyorker instagram com p BRJ7ANcFuT5r UJHLjNVFUt8qElbPyySSxAmFmg0",-0.500000,negative
2017-03-02 18:58,"Dinner was great thanks to mom healthyfood bakedfish workout squats New York instagram com p BRJ6 vRhPIl",0.378788,positive
2017-03-02 18:58,"I m at Associated Supermarket in Astoria NY swarmapp com c 7GhTXuA2iZv",0.000000,neutral
2017-03-02 18:58,"happy hour w lara Manor in Brooklyn NY swarmapp com c aQiHOWDVP9S",0.800000,positive
2017-03-02 18:58,"Can t believe we re finally gonna be in the room where it happens the room where it happens instagram com p BRJ6 PgF Qf",0.000000,neutral
2017-03-02 18:58,"Back wit my boyfriend sagegoldnik NYC York New York instagram com p BRJ6 JnBtLQ",0.068182,positive
2017-03-02 18:58,"Salivating over this Buttermilk Panna Cotta w Citrus from shot for instagram com p BRJ69myhMx9",0.000000,neutral
2017-03-02 18:58,"So excited to be here dearevanhansen broadway ilovenewyork instagram com p BRJ69hDhmqeb WYsfT4OoFa4aTJTCrFCzJYdjX40",0.375000,positive
2017-03-02 18:58,"Psalms 27 14 youversionbibleapp York New York instagram com p BRJ682bgejc",0.136364,positive
2017-03-02 18:58,"So META at in New York NY swarmapp com c kQpESo6WxIM",0.136364,positive
2017-03-02 18:58,"Just posted a photo Metropolitan Opera instagram com p BRJ67 0jrmZ1 DZV0iMVCRdktUZ4HEprAzBndwc0",0.000000,neutral
2017-03-02 18:58,"I had lunch today at Whole Foods in Newark NJ with I never thought I d say instagram com p BRJ67h7jW0Y",0.200000,positive
2017-03-02 18:58,"hosting mybigbro ROCKNESS popout monstanation Gentlemens Club instagram com p BRJ67HXhXTF",0.000000,neutral
2017-03-02 18:57,"New york what can i say about you takemeback NYFW fashion style instagram com p BRJ6631D6Kl6 rrw516p4nI9MDyNTFJTCxBdLYo0",0.136364,positive
2017-03-02 18:57,"Ryan McGinley Early show Gallery in New York NY swarmapp com c j19EgGshfUt",0.118182,positive
2017-03-02 18:57,"Snuck a little rum in there Couture instagram com p BRJ65vRASHP",-0.187500,negative
2017-03-02 18:57,"Same person different background s instagram com p BRJ65VLABtb",0.000000,neutral
2017-03-02 18:57,"Is in Harlem closed or open Go to my blog to find instagram com p BRJ64YdlL9RT nwyiQXC0wZvj3cSu KHgVXoh1A0",-0.050000,negative
2017-03-02 18:57,"I m at Times Square in New York NY swarmapp com c 1U22pAZueXi",0.136364,positive
2017-03-02 18:57,"I m at Marketsite in New York NY swarmapp com c jFzccsXAhpT",0.136364,positive
2017-03-02 18:57,"Just landed and this airport sucks Airport in East Elmhurst NY swarmapp com c ednWyqsSks6",-0.300000,negative
2017-03-02 18:57,"of runthejewels at last night nofilter jeffmoses instagram com p BRJ62H0DflC",0.000000,neutral
2017-03-02 18:57,"Are you looking for 100 virgin hair Well follow shhextensionsbt for your bundles We offer instagram com p BRJ613Zlo4f",0.000000,neutral
2017-03-02 18:57,"Yassssss TRIPPYTREATS S O loudpipetreats for always having the 420Friendly krispies instagram com p BRJ61EqhK2O",0.000000,neutral
2017-03-02 18:57,"tbt Backstage at Madison Square Garden with one of my favorite Salsa singers instagram com p BRJ60bkh 8J",0.500000,positive
2017-03-02 18:57,"Endorphins X3 Best way to end our first day of this marathon adventure of classes at instagram com p BRJ6z1QDtM4",0.625000,positive
2017-03-02 18:57,"The NicoleRichie I nbc greatnews newshow nyc newyorkcity glamnikitravelsnyc instagram com p BRJ6z8Xl28I",0.000000,neutral
2017-03-02 18:56,"Aquariums scouterlife com blog 2017 3 2 aquariums",0.000000,neutral
2017-03-02 18:56,"So incredibly excited Book of Mormon on Broadway instagram com p BRJ6yfJBUep",0.375000,positive
2017-03-02 18:56,"I swear I was jogging before this picture Hill Bronx instagram com p BRJ6x0pD0YD",0.000000,neutral
2017-03-02 18:56,"repost via Lo k viene con mi panita jtouch eltokekfaltaba abusodeconfianza pa instagram com p BRJ6wqjg fN",0.000000,neutral
2017-03-02 18:56,"Llego Mejia a Cuca s instagram com p BRJ6wqujDMd",0.000000,neutral
2017-03-02 18:56,"Booked these tickets a million years ago An American Musical instagram com p BRJ6wcxAldH",0.000000,neutral
2017-03-02 18:56,"2 9 Parlour Bronx instagram com p BRJ6vi Aie0",0.000000,neutral
2017-03-02 18:56,"Acts 4 19 youversionbibleapp instagram com p BRJ6vXtA Bq",0.000000,neutral
2017-03-02 18:56,"arman 7cr9 shaking things up on a Thursday night Nothing like a sexy bartender to get your instagram com p BRJ6uwSgWA3",0.500000,positive
2017-03-02 18:56,"A probar la leyenda de brugal gracias a mi amiga janyl martinez desde el patio instagram com p BRJ6uTGgTXs",0.000000,neutral
2017-03-02 18:56,"Rusalka Metropolitan Opera instagram com p BRJ6uERAAx9",0.000000,neutral
2017-03-02 18:56,"Maybe I ll see you York New York instagram com p BRJ6s57AK95",0.136364,positive
2017-03-02 18:55,"Allagash White now available on tap http brmn us Ze6Uxw BeerMenus",0.200000,positive
2017-03-02 18:55,"I m at Sprinkles Cupcakes in New York NY swarmapp com c fn545Ah1n0w",0.136364,positive
2017-03-02 18:55,"Getting the shot Chinatown instagram com p BRJ6rNABR0e",0.000000,neutral
2017-03-02 18:55,"BBQ OUT streetfood mexican 82 Jackson Heights instagram com p BRJ49jpDhba",0.000000,neutral
2017-03-02 18:55,"citythatneversleeps madisonsquaregarden empirestatebuilding anitabaker instagram com p BRJ6qJhg w5",0.000000,neutral
2017-03-02 18:55,"Seasoned Top Sirloin with S P Romano cheese and Italian spice oh instagram com p BRJ6p ID6Bsd 3nqou6tU3ZC KoDupb1KEnXaCA0",0.250000,positive
2017-03-02 18:55,"Checking out the LatinoTech Pitch Night 2017 Entrepreneur StartUp Networking at in New York NY swarmapp com c 3ArZQNRtxp7",0.136364,positive
2017-03-02 18:55,"15k Followers Thank you for your love and support mermaids We would be nothing without you instagram com p BRJ6pazhJAR",0.500000,positive
2017-03-02 18:55,"A couple birdies for Lisa Always a pleasure Tattoo Company instagram com p BRJ6oTwjEru",0.000000,neutral
2017-03-02 18:55,"New York City is growing on me roomiereunion nycvacay of instagram com p BRJ6oBxD7PZc d9Gmi Ygxns9PCkEzRk8iecNYU0",0.136364,positive
2017-03-02 18:55,"I wish Wait wrong one Break legs bittybarbs instagram com p BRJ6oASjHxh",-0.500000,negative
2017-03-02 18:55,"flyelyfe com sheep farmer ireland irish darren myhomie fellow irishman dublin galway instagram com p BRJ6n6rB7B9",0.000000,neutral
2017-03-02 18:55,"My birthday bash MARCH 19th hit me for tables 202 417 5127 instagram com p BRJ6mkJDfpt",0.000000,neutral
2017-03-02 18:55,"Shine bright like a diamond It is always a pleasure being in great company instagram com p BRJ6mpag6zS",0.750000,positive
2017-03-02 18:55,"Yeah because this DEFINITELY SOUNDS LIKE SOMEONE YOU SHOULD SIDE WITH HUH YORK TIMES instagram com p BRJ6mF6hRSA",0.000000,neutral
2017-03-02 18:55,"JFK LAX 4 in Jamaica NY w swarmapp com c jSG8gOwPYqV",0.000000,neutral
2017-03-02 18:55,"For Trump Jr questions arise about meeting with pro Russia group that promotes Kremlin foreign policy initiatives https twitter com i web status 8 37448860133912576",-0.125000,negative
2017-03-02 18:55,"Our barely seared fresh tuna with avocado and red onion is the always the perfect appetizer instagram com p BRJ6lN5j1du",0.337500,positive
2017-03-02 18:55,"DREAMer detained by ICE moments after speaking about immigration fears http nydn us 2mfIL0w",0.000000,neutral
2017-03-02 18:55,"This and the 3 photos after it were taken with the new googlepixel from teampixel Amazing instagram com p BRJ6k5XDrZK",0.368182,positive
2017-03-02 18:54,"Selfies from bae daughters love criolita Harlem NYC instagram com p BRJ6jZigfdfF ZKeNQSaKcAwDShTbHPL1rkLDEg0",0.500000,positive
2017-03-02 18:54,"Intro to Ceramics Assignment Create a 12in object using corals ceramicsclass art instagram com p BRJ6i14Bj97",0.000000,neutral
2017-03-02 18:54,"canonusa canonphotography canon canonuser showyoursupport instagram com p BRJ6inBhNE9M yE8aTDPGvRfPYUfM7M Bj9Cq 00",0.000000,neutral
2017-03-02 18:54,"This is either the future or a huge mistake Cinemas Union Square 14 instagram com p BRJ6f9jAFtw",0.200000,positive
2017-03-02 18:54,"FINALLY she sent them to me shade photoshoot instagram com p BRJ6fuMgR50f oblkTgzNCB3wN88bMoBkqmPu k0",0.000000,neutral
2017-03-02 18:54,"Show him he s the pineapple of your eye with our awesome guy socks GiftGivingSimplified instagram com p BRJ6fRWhqIi",1.000000,positive
2017-03-02 18:54,"Look at these Beauties It s Women s History Month womenshistorymonth Catch Little Ballers instagram com p BRJ6evWlqf2",-0.187500,negative
2017-03-02 18:54,"Intro to Ceramics Assignment Create a 12in object using corals ceramicsclass art instagram com p BRJ6fGahq t",0.000000,neutral
2017-03-02 18:54,"BUENO ESTO EST DE PINGA urba rome mna Tu le instagram com p BRJ6djcj7x6",0.000000,neutral
