Date,Tweet text,Polarity,Sentiment
2017-03-03 18:59,"nope He s director of design",0.000000,neutral
2017-03-03 18:59,"I recall great disappointment with And Justice for All and Persistence of Time 89 saw Beneath the Remains More like it",0.233333,positive
2017-03-03 18:59,"type of viewzzzz FRIDAY World Trade Center instagram com p BRMf6m3hKTD",-0.100000,negative
2017-03-03 18:59,"You know that one friend that turns you up AF That s your on button Today it was great to instagram com p BRMf4OGDlbZ",0.800000,positive
2017-03-03 18:59,"In Touch w Tom Institute of Technology instagram com p BRMf4GQglLW",0.000000,neutral
2017-03-03 18:59,"Nintendo Switch Clique NintendoSwitch gaming tech Nintendo York New York instagram com p BRMf3ipl3j5",0.136364,positive
2017-03-03 18:59,"Home for the night traveljunkie Garden Inn New York Chelsea in New York NY swarmapp com c gWfWUbkqUie",0.136364,positive
2017-03-03 18:59,"I guess today was butterfly day To an appointment a deposit is required instagram com p BRMf23Gheqe",0.000000,neutral
2017-03-03 18:58,"Reppin PA AIRSOFTERS on our carry ons lowspeedgear patch paairsofters airsoft instagram com p BRMf0z FzW2",0.000000,neutral
2017-03-03 18:58,"Boom s Pizza instagram com p BRMf0hRgp J7 1bnJLkkE03Iq4cZ9hAdE73P74s0",0.000000,neutral
2017-03-03 18:58,"Comedy Flow dwyl comedy goals Comedy Club instagram com p BRMf0qFBijr",0.000000,neutral
2017-03-03 18:58,"Who needs tie shoe laces anymore Not with these Thanks instagram com p BRMed5LgHWB",0.200000,positive
2017-03-03 18:58,"It s always a win win with me nigga New Jersey instagram com p BRMfzPPgrsV",0.578788,positive
2017-03-03 18:58,"HappyFriday First FridayFishFeast since our vacation we really craved this KoreanSushi instagram com p BRMfzM1ApSH",0.225000,positive
2017-03-03 18:58,"No filter No edits Just RAW NYC just an amazing evening in the city York New York instagram com p BRMfzC1DUap",0.168531,positive
2017-03-03 18:58,"SIPTHENECTAR THEREVENANT City New Jersey instagram com p BRMfyv3gazs",0.136364,positive
