Date,Tweet text,Polarity,Sentiment
2017-03-05 18:59,"With the fam The best soulfood you will ever eat Ruth s instagram com p BRRpg dBIAbV ZLl431UIsodkQ gMZ2j2pOdWuE0",1.000000,positive
2017-03-05 18:59,"I m behind the front of the Marching Band Avenue Sunnyside NY instagram com p BRRpgsQA1RG",-0.400000,negative
2017-03-05 18:59,"crowntattoo in progress zakiev youbelongattattoowonderland tattoowonderland instagram com p BRRpgaOhzRr",0.000000,neutral
2017-03-05 18:59,"Fresh juice brooklyn fortgreen nyc newyork Greene Brooklyn instagram com p BRRpdoLhOk1",0.300000,positive
2017-03-05 18:59,"My best boys York New York instagram com p BRRpcdyg7ru5 JhObC3ZV nX3HZv6TgqOPzYi5U0",0.568182,positive
2017-03-05 18:59,"Last dinner in Williamsburg tomorrow is all about NYC We could not miss Pies n Thighs a instagram com p BRRpcM9h1UW",0.000000,neutral
2017-03-05 18:58,"Self defined Armory Show instagram com p BRRpZXeFazq",0.000000,neutral
2017-03-05 18:58,"Got damn this Ni a kingyadi rfgz is so viscous on the Beat straight instagram com p BRRpZAflR 8",0.200000,positive
2017-03-05 18:58,"Got my tiu5k in today through a slow walk around UES and completed the Daily Moves Meal instagram com p BRRpYyWB4Yf",-0.150000,negative
2017-03-05 18:58,"Friends that head bang together stay together Theater instagram com p BRRpXQuj60Uv etA j tg3Om1JTFH5DJxLwxGCg0",0.000000,neutral
2017-03-05 18:58,"Spread love it s the Brooklyn way BIG Bridge Park instagram com p BRRpW7bDOYk",0.250000,positive
2017-03-05 18:58,"Was feelin cute last night And Saddle Drag Lounge instagram com p BRRpWmxFs N",0.133333,positive
2017-03-05 18:58,"OH la la wee wee Pari New Jersey instagram com p BRRpWpiBJ6Yz VXSlHhcaXaEoh8Q zFqoeOqP940",0.136364,positive
2017-03-05 18:58,"OperationCleanMountVernon Day270 Another day in MountVernon NY and another piece of litter instagram com p BRRpVsEBx25",0.000000,neutral
2017-03-05 18:58,"these fitness galz froze their perf s off today on the pier looking forward to sunnier shoots http ln is www instagram com p 1O9Ui",0.000000,neutral
2017-03-05 18:58,"SCREAMING HAPPY BIRTHDAY TO MY BROTHER Since meeting you that day in 2012 I m not quite sure instagram com p BRRpUsYA0UF",0.650000,positive
2017-03-05 18:58,"If you show me how to make money I will chase my own bag in return selfmade myownboss instagram com p BRRpUE6DyrB",0.600000,positive
2017-03-05 18:58,"She s so spoiled I m talking about Cle Village Manhattan instagram com p BRRpTfkA2x2",0.000000,neutral
2017-03-05 18:57,"Just posted a photo Avenue Sunnyside NY instagram com p BRRpTVZAoEl",0.000000,neutral
2017-03-05 18:57,"Watching LOGAN Cinemas Battery Park 11 for Logan in New York NY swarmapp com c 9Hloi7qRP51",0.136364,positive
2017-03-05 18:57,"Shop life dublife audi b6a4 Queens instagram com p BRRpSpHjBEXr kRRX2JEzP1x1WBpuP9Rxhn1wcU0",0.000000,neutral
2017-03-05 18:57,"A perfect sunset and midtown Manhattan slipping through the cracks architecture skyline instagram com p BRRpSl3AoFw",0.450000,positive
2017-03-05 18:57,"I m at Edgewater Multiplex Cinemas for Confidential Assignment gong jo in Edgewater NJ swarmapp com c j0wxCh6Aw89",0.000000,neutral
2017-03-05 18:57,"I m at L inizio in Queens NY swarmapp com c aSekFKQMOga",0.000000,neutral
2017-03-05 18:57,"Burgz and tinis s in New York NY w swarmapp com c awHgui7yQCO",0.136364,positive
2017-03-05 18:57,"Not a bad view for a Sunday afternoon stroll brooklynbridge NYC instagram com p BRRpNbjgCZbx bRg9ClfgyB4wjXN A83F5ZYIRQ0",0.350000,positive
2017-03-05 18:57,"Cheat meal Sunday after a long day love you baby instagram com p BRRpMzijaSjl PcJM7Pl1C ypavvLAe2TdBLWuU0",0.225000,positive
2017-03-05 18:57,"I m at Trattoria Pesce Pasta in New York NY swarmapp com c a9fuAhN5Iu7",0.136364,positive
2017-03-05 18:56,"Caught some hometown magic in the city Friday night Shout out to MUD alum instagram com p BRRpMJKD5ab",0.500000,positive
2017-03-05 18:56,"alo perdeu o central park c neve rss Park instagram com p BRRpL8yA4Nko L Hx45X8SFH8GlozOekzPnkFS80",0.000000,neutral
2017-03-05 18:56,"Get thousands of likes on your Instagram photos 1000Likes for iOS 1000Likes https itunes apple com app id864250965 pic twitter com EGNxh5LsEg",0.000000,neutral
2017-03-05 18:56,"El que viene a New York jajaja tiene que venir a la duarte con Par s de New York jajaja instagram com p BRRpK4aA8MK",0.136364,positive
2017-03-05 18:56,"Time to work Subway Union Tpke Kew Gardens E F in Kew Gardens NY w swarmapp com c hKzYBXJJJum",0.000000,neutral
2017-03-05 18:56,"Brunch in NY with Mr Abeille instagram com p BRRpKaHhzfU",0.000000,neutral
2017-03-05 18:56,"I m at Blue Ribbon at Brooklyn Bowl in Brooklyn NY swarmapp com c cq1r7GmdDf4",0.000000,neutral
2017-03-05 18:56,"Difficult roads often lead to a beautiful destination instagram com p BRRpJQ9g DS5 ceoj exYPw 9Kpj9U8QM2IhVa00",0.175000,positive
2017-03-05 18:56,"Happy Birthday yet again Pops NY instagram com p BRRpJItggbuc c0X8v3jrXoDfuMDlAfk80Q ScY0",0.800000,positive
2017-03-05 18:56,"I had a great brunch with these fellas brunch nyc rowhouse House instagram com p BRRpIaMAX 4",0.800000,positive
2017-03-05 18:56,"New York pic pictures pictures picoftheday pictureoftheday ph photo photo photos instagram com p BRRpIPvFjU9",0.136364,positive
2017-03-05 18:56,"30 hours later found instagram com p BRRpHq0jTUX",0.000000,neutral
2017-03-05 18:56,"Y all niggaz can team up all you want still can t out work me Dollarmentary also with instagram com p BRRpHc8Fciw",0.000000,neutral
2017-03-05 18:56,"Pizza madness starts tomorrow Which pizzas will make the cut PizzaMadness Pizza instagram com p BRRpHfbjr4O",0.000000,neutral
2017-03-05 18:56,"Make your way to 2367 FREDERICK DOUGLASS BLVD SONGWRITERSUNDAYS instagram com p BRRpGi9l5y0",0.000000,neutral
2017-03-05 18:56,"Just posted a photo Avenue Sunnyside NY instagram com p BRRpGCjgEVI",0.000000,neutral
2017-03-05 18:56,"S04915 NEW Establishes the crime of strangulation in the first degree disregard of banned employment procedure http bitly com WWl3TL",0.193182,positive
2017-03-05 18:56,"I m at for Wild Child in Brooklyn NY swarmapp com c 1vG3RgDbbsh",0.100000,positive
2017-03-05 18:55,"We somehow survived LepreCon New Jersey instagram com p BRRpEzXBMSM5 xDCYccSx1enffjGz79ejIVtnno0",0.136364,positive
2017-03-05 18:55,"OperationCleanMountVernon Day269 Why do we pick up litter in our community MountVernon NY instagram com p BRRpEeRhbUX",0.000000,neutral
2017-03-05 18:55,"Modern Library Book Club 3 5 mobydick hermanmelville East Village Restaurant http ln is www instagram com p Y8xWl",0.200000,positive
2017-03-05 18:55,"We re not tourist Square New York City Manhattan instagram com p BRRpDI9hlZuv cQelTJsQu8jAXbaUV277RZpq1A0",0.136364,positive
2017-03-05 18:55,"Grabbing a little something quick at in Kew Gardens NY w swarmapp com c 6S6v3SqvkGV",0.072917,positive
2017-03-05 18:55,"Drinking a Sweet Action by at http untp beer s c424974649",0.225000,positive
2017-03-05 18:55,"Preview of the Broadway musical ComefromAway R Museum in New York NY swarmapp com c 4SSbhbcVXPs",0.068182,positive
2017-03-05 18:55,"I m at starbucks in Queens NY w swarmapp com c coen58HfSYk",0.000000,neutral
2017-03-05 18:55,"https youtu be fze OnLUCYg pic twitter com A11afHZPgW",0.000000,neutral
2017-03-05 18:55,"Inherent Vice for the saison NYBeer Drinking an Inherent Vice by at http untp beer s c424974426 photo",0.000000,neutral
2017-03-05 18:54,"demonnite traphouse monstanation meeting bigbro ROCKNESS monsta nation instagram com p BRRo7 7hkB",0.000000,neutral
2017-03-05 18:54,"What an amazing show I would see it again instantly instagram com p BRRo5SJDvrYY gyfwm0eLTwqdIk4F3EcZF vh2Q0",0.300000,positive
2017-03-05 18:54,"Just posted a photo York New York instagram com p BRRo5NAg93L",0.136364,positive
2017-03-05 18:54,"La foto acostumbrada al final del programa Nuestra Gente York New York instagram com p BRRo5B5j0mM",0.068182,positive
2017-03-05 18:54,"sheunites New York Midtown instagram com p BRRo4jvhNuq",0.136364,positive
2017-03-05 18:54,"OperationCleanMountVernon Day268 Picking up a little litter to be apart of a collective effort instagram com p BRRo3wLBcDx",-0.187500,negative
2017-03-05 18:54,"Sometimes you just need to get a new perspective soho office instagram com p BRRo3I2gRsX",0.136364,positive
2017-03-05 18:53,"Can you miss things you ve never really had",-0.100000,negative
2017-03-05 18:53,"Beauty everywhere newyork newyorkcity newyorkbridge roadtrip instagram com p BRRoz1egOCOP U7nfqTy1tkpLlhg5XudD1D8uug0",0.000000,neutral
2017-03-05 18:53,"Lastnight instagram com p BRRozrEAw6GA RMbGFZxFwLB1xetzJ9t EXN63w0",0.000000,neutral
2017-03-05 18:53,"Just posted a photo Avenue Sunnyside NY instagram com p BRRoznCgcI4",0.000000,neutral
2017-03-05 18:53,"Presented without comment Whiskey Pub instagram com p BRRozaDhJIS8 cRBTjvZBoLrxe 1U5 6gLlzj5g0",0.000000,neutral
2017-03-05 18:53,"I m at Ukrainian East Village Restaurant in New York NY swarmapp com c 69iQAzi5919",0.136364,positive
2017-03-05 18:53,"Booty booty booty For a full booty workout check it out on roxy fit co uk blog instagram com p BRRoy6Gj0 N",0.375000,positive
2017-03-05 18:53,"Ur local froyo enthusiasts s Girl instagram com p BRRoyFXBh4M",0.000000,neutral
2017-03-05 18:53,"Boston ain t ready At the looks of it we ain t either rideordie instagram com p BRRow8mjd9 d r6AnykYD8cHtZaF0Yg FeXXG0Y0",0.200000,positive
2017-03-05 18:53,"Repost wildnewyork with Photo by hindoben Selected by instagram com p BRRowu1Bv M",0.000000,neutral
2017-03-05 18:53,"well deserved spa day with the girls Spa Club instagram com p BRRowblDKqP",0.000000,neutral
2017-03-05 18:53,"https youtu be nGze8bbBQ A",0.000000,neutral
2017-03-05 18:53,"Introduced Eugene to Thai Ice Cream from A well deserved pick me up on our day instagram com p BRRovykAqyc",0.000000,neutral
2017-03-05 18:53,"2186 Fifth Avenue Manhattan pic twitter com L68YyPmgeC",0.000000,neutral
2017-03-05 18:53,"Show 5 Chicago Broadway Chicago ShowExtravaganza instagram com p BRRovMoFAA3k pC25qVxrRltrAl7lsZyZux0mQA0",0.000000,neutral
2017-03-05 18:52,"Just posted a photo Press Lounge instagram com p BRRouYdlciZ",0.000000,neutral
2017-03-05 18:52,"Somewhere in Brooklyn Bridge Park instagram com p BRRot HDSwc",0.000000,neutral
2017-03-05 18:52,"Mercurial spastic and a little bitchy but you can t say she isn t gorgeous cats instagram com p BRRot8uAK3K",0.256250,positive
2017-03-05 18:52,"Not even a hamstring can keep us from gettin hot Heat instagram com p BRRotJyF oCE 80HpXN7tFhtRlxpAxvaINEUgU40",0.250000,positive
2017-03-05 18:52,"Filmmakers Meetup in NYC with some great friends supersecretmeetup fujiframez framez dp instagram com p BRRosetgyJW",0.800000,positive
2017-03-05 18:52,"I m at Soju Haus in New York NY w swarmapp com c bcAx3hkMTVV",0.136364,positive
2017-03-05 18:52,"Thanks Sandra KateTheGreat Repost via Watching from the sidelines That s instagram com p BRRoskPgoW8",0.200000,positive
2017-03-05 18:52,"Hell Yea Mar Marisqueira Restaurant in Newark NJ swarmapp com c ipNwOaeLTAQ",0.000000,neutral
2017-03-05 18:52,"Repost wildnewyork with Photo by Selected by instagram com p BRRosOjhRNe",0.000000,neutral
2017-03-05 18:52,"Shut it down NYC instagram com p BRRordhDLf8",-0.155556,negative
2017-03-05 18:52,"itsmebitches Dre Kitchen Bar instagram com p BRRorM3At9A",0.000000,neutral
2017-03-05 18:52,"sundayfunday Village instagram com p BRRoqiGAwr3",0.000000,neutral
2017-03-05 18:52,"timetoeat Corner in New York NY swarmapp com c 4CFW5E1XnOn",0.136364,positive
2017-03-05 18:52,"So much going on at the diner waitressmusical Square New York City Manhattan instagram com p BRRoqFxgBaz",0.168182,positive
2017-03-05 18:52,"Brooke became a monk and Trent makes chicken so we decided to hightail it to The Big Apple instagram com p BRRop5EjBDn",-0.300000,negative
