Date,Hour,Min,Temp,Conditions,Weather Sentiment
03/03/2017,8,51,30.9,Clear,1
03/03/2017,9,51,30.9,Partly Cloudy,0
03/03/2017,10,51,34.0,Partly Cloudy,0
03/03/2017,11,51,37.0,Mostly Cloudy,-1
03/03/2017,12,51,36.0,Mostly Cloudy,-1
03/03/2017,13,51,37.0,Overcast,-1
03/03/2017,14,51,37.0,Overcast,-1
03/03/2017,15,51,39.0,Mostly Cloudy,-1
03/03/2017,16,51,37.0,Clear,1
03/03/2017,17,51,35.1,Scattered Clouds,0
03/03/2017,18,51,33.1,Clear,1
03/03/2017,19,51,30.9,Mostly Cloudy,-1
03/03/2017,20,51,28.9,Scattered Clouds,0
03/03/2017,21,51,27.0,Clear,1
03/03/2017,22,51,25.0,Clear,1
03/03/2017,23,51,24.1,Clear,1
03/04/2017,00,51,23.0,Clear,1
03/04/2017,1,51,23.0,Clear,1
03/04/2017,2,51,21.9,Clear,1
03/04/2017,3,51,21.0,Clear,1
03/04/2017,4,51,21.0,Clear,1
03/04/2017,5,51,21.0,Clear,1
03/04/2017,6,51,19.9,Clear,1
03/04/2017,7,51,21.0,Overcast,-1
03/04/2017,8,51,23.0,Mostly Cloudy,-1
03/04/2017,9,51,25.0,Overcast,-1
03/04/2017,10,51,26.1,Overcast,-1
03/04/2017,11,51,28.9,Overcast,-1
03/04/2017,12,51,28.0,Mostly Cloudy,-1
03/04/2017,13,51,30.0,Overcast,-1
03/04/2017,14,51,28.9,Mostly Cloudy,-1
03/04/2017,15,51,28.9,Partly Cloudy,0
03/04/2017,16,51,27.0,Clear,1
03/04/2017,17,51,25.0,Clear,1
03/04/2017,18,51,24.1,Clear,1
03/04/2017,19,51,21.9,Clear,1
03/04/2017,20,51,21.0,Clear,1
03/04/2017,21,51,19.0,Clear,1
03/04/2017,22,51,18.0,Clear,1
03/04/2017,23,51,17.1,Clear,1
03/05/2017,00,51,16.0,Clear,1
03/05/2017,1,51,16.0,Clear,1
03/05/2017,2,51,15.1,Clear,1
03/05/2017,3,51,15.1,Clear,1
03/05/2017,4,51,15.1,Clear,1
03/05/2017,5,51,14.0,Clear,1
03/05/2017,6,51,14.0,Clear,1
03/05/2017,7,51,15.1,Clear,1
03/05/2017,8,51,18.0,Clear,1
03/05/2017,9,51,19.9,Clear,1
03/05/2017,10,51,25.0,Clear,1
03/05/2017,11,51,28.9,Clear,1
03/05/2017,12,51,32.0,Clear,1
03/05/2017,13,51,33.1,Clear,1
03/05/2017,14,51,35.1,Clear,1
03/05/2017,15,51,36.0,Clear,1
03/05/2017,16,51,36.0,Clear,1
03/05/2017,17,51,33.1,Clear,1
03/05/2017,18,51,32.0,Clear,1
03/05/2017,19,51,32.0,Clear,1
03/05/2017,20,51,30.9,Clear,1
03/05/2017,21,51,30.0,Clear,1
03/05/2017,22,51,30.0,Clear,1
03/05/2017,23,51,28.9,Clear,1
03/06/2017,00,51,28.0,Clear,1
03/06/2017,1,51,28.0,Clear,1
03/06/2017,2,51,28.0,Clear,1
03/06/2017,3,51,27.0,Clear,1
03/06/2017,4,51,27.0,Clear,1
03/06/2017,5,51,26.1,Clear,1
03/06/2017,6,51,26.1,Clear,1
03/06/2017,7,51,28.0,Clear,1
03/06/2017,8,51,32.0,Clear,1
03/06/2017,9,51,33.1,Clear,1
03/06/2017,10,51,37.0,Clear,1
03/06/2017,11,51,39.9,Clear,1
03/06/2017,12,51,43.0,Clear,1
03/06/2017,13,51,44.1,Clear,1
03/06/2017,14,51,44.1,Mostly Cloudy,-1
03/06/2017,15,51,42.1,Overcast,-1
03/06/2017,16,51,39.9,Overcast,-1
03/06/2017,17,51,39.0,Overcast,-1
03/06/2017,18,51,39.9,Overcast,-1
03/06/2017,19,51,39.9,Overcast,-1
03/06/2017,20,51,41.0,Overcast,-1
03/06/2017,21,51,42.1,Overcast,-1
03/06/2017,22,51,42.1,Overcast,-1
03/06/2017,23,51,42.1,Overcast,-1
03/07/2017,00,51,42.1,Overcast,-1
03/07/2017,1,51,42.1,Overcast,-1
03/07/2017,2,51,43.0,Overcast,-1
03/07/2017,3,51,44.1,Overcast,-1
03/07/2017,4,51,43.0,Overcast,-1
03/07/2017,5,51,44.1,Overcast,-1
03/07/2017,6,51,45.0,Overcast,-1
03/07/2017,7,51,46.0,Overcast,-1
03/07/2017,8,51,46.9,Light Rain,1
03/07/2017,9,51,46.9,Light Rain,1
03/07/2017,10,51,46.9,Light Rain,1
03/07/2017,11,51,48.0,Light Rain,1
03/07/2017,12,11,48.9,Overcast,-1
03/07/2017,12,51,48.9,Overcast,-1
03/07/2017,13,02,50.0,Overcast,-1
03/07/2017,13,51,51.1,Overcast,-1
03/07/2017,14,51,51.1,Overcast,-1
03/07/2017,15,51,51.1,Mostly Cloudy,-1
03/07/2017,16,51,50.0,Clear,1
03/07/2017,17,51,48.9,Clear,1
03/07/2017,18,51,48.9,Clear,1
03/07/2017,19,51,50.0,Mostly Cloudy,-1
03/07/2017,20,51,53.1,Overcast,-1
03/07/2017,21,51,53.1,Overcast,-1
03/07/2017,22,51,54.0,Partly Cloudy,0
03/07/2017,23,51,55.9,Overcast,-1
03/08/2017,00,51,55.9,Overcast,-1
03/08/2017,1,51,55.9,Overcast,-1
03/08/2017,2,51,55.9,Overcast,-1
03/08/2017,3,51,55.9,Overcast,-1
03/08/2017,4,48,57.2,Light Rain,1
03/08/2017,4,51,57.0,Light Rain,1
03/08/2017,5,51,57.0,Overcast,-1
03/08/2017,6,27,46.9,Light Rain,1
03/08/2017,6,51,46.9,Overcast,-1
03/08/2017,7,51,46.9,Overcast,-1
03/08/2017,8,51,46.9,Overcast,-1
03/08/2017,9,51,48.0,Overcast,-1
03/08/2017,10,51,51.1,Scattered Clouds,0
03/08/2017,11,51,55.0,Clear,1
03/08/2017,12,51,55.9,Clear,1
03/08/2017,12,53,NA,Unknown,0
03/08/2017,12,54,NA,Unknown,0
03/08/2017,13,51,57.9,Clear,1
03/08/2017,14,51,57.0,Mostly Cloudy,-1
03/08/2017,15,51,57.9,Scattered Clouds,0
03/08/2017,16,51,57.9,Partly Cloudy,0
03/08/2017,17,51,57.0,Clear,1
03/08/2017,18,51,57.9,Clear,1
03/08/2017,19,51,57.9,Clear,1
03/08/2017,20,51,55.9,Clear,1
03/08/2017,21,51,55.0,Clear,1
03/08/2017,22,51,55.9,Clear,1
03/08/2017,23,51,57.0,Clear,1
03/09/2017,00,51,55.0,Clear,1
03/09/2017,1,51,54.0,Clear,1
03/09/2017,2,51,53.1,Clear,1
03/09/2017,3,51,53.1,Clear,1
03/09/2017,4,51,53.1,Clear,1
03/09/2017,5,51,51.1,Clear,1
03/09/2017,6,51,52.0,Clear,1
03/09/2017,7,51,52.0,Clear,1
03/09/2017,8,51,53.1,Clear,1
03/09/2017,9,51,54.0,Clear,1
03/09/2017,10,51,55.9,Clear,1
03/09/2017,11,51,57.9,Clear,1
03/09/2017,12,51,59.0,Clear,1
03/09/2017,13,51,60.1,Clear,1
03/09/2017,14,51,60.1,Clear,1
03/09/2017,15,51,61.0,Scattered Clouds,0
03/09/2017,16,51,57.9,Clear,1
03/09/2017,17,51,55.0,Mostly Cloudy,-1
03/09/2017,18,51,53.1,Mostly Cloudy,-1
03/09/2017,19,51,52.0,Mostly Cloudy,-1
03/09/2017,20,51,51.1,Overcast,-1
03/09/2017,21,51,48.9,Overcast,-1
03/09/2017,22,51,48.9,Overcast,-1
03/09/2017,23,51,48.0,Overcast,-1
03/10/2017,00,51,46.9,Partly Cloudy,0
03/10/2017,1,51,45.0,Mostly Cloudy,-1
03/10/2017,2,51,44.1,Mostly Cloudy,-1
03/10/2017,3,51,42.1,Overcast,-1
03/10/2017,4,51,42.1,Overcast,-1
03/10/2017,5,51,37.9,Overcast,-1
03/10/2017,6,51,36.0,Overcast,-1
03/10/2017,7,00,35.1,Light Snow,-1
03/10/2017,7,05,34.0,Light Snow,-1
03/10/2017,7,22,33.1,Snow,-1
03/10/2017,7,31,33.1,Snow,-1
03/10/2017,7,51,33.1,Snow,-1
03/10/2017,8,51,32.0,Snow,-1
03/10/2017,9,51,32.0,Snow,-1
03/10/2017,10,51,32.0,Heavy Snow,-1
03/10/2017,11,51,32.0,Snow,-1
03/10/2017,12,20,32.0,Light Snow,-1
03/10/2017,12,31,32.0,Light Snow,-1
03/10/2017,12,51,32.0,Light Snow,-1
03/10/2017,12,59,32.0,Light Snow,-1
03/10/2017,13,04,32.0,Light Snow,-1
03/10/2017,13,21,32.0,Light Snow,-1
03/10/2017,13,26,32.0,Light Snow,-1
03/10/2017,13,39,32.0,Light Snow,-1
03/10/2017,13,47,33.8,Light Snow,-1
03/10/2017,13,51,33.1,Light Snow,-1
03/10/2017,14,03,33.1,Overcast,-1
03/10/2017,14,51,35.1,Scattered Clouds,0
03/10/2017,15,51,36.0,Mostly Cloudy,-1
03/10/2017,16,51,36.0,Partly Cloudy,0
03/10/2017,17,51,34.0,Mostly Cloudy,-1
03/10/2017,18,51,32.0,Partly Cloudy,0
03/10/2017,19,51,30.9,Clear,1
03/10/2017,20,51,28.9,Overcast,-1
03/10/2017,21,51,27.0,Clear,1
03/10/2017,22,51,25.0,Clear,1
03/10/2017,23,51,23.0,Partly Cloudy,0
03/11/2017,00,51,21.9,Clear,1
03/11/2017,1,51,19.9,Clear,1
03/11/2017,2,51,19.0,Clear,1
03/11/2017,3,51,18.0,Clear,1
03/11/2017,4,51,18.0,Clear,1
03/11/2017,5,51,18.0,Mostly Cloudy,-1
03/11/2017,6,51,17.1,Mostly Cloudy,-1
03/11/2017,7,51,19.0,Overcast,-1
03/11/2017,8,51,19.9,Overcast,-1
03/11/2017,9,51,21.0,Overcast,-1
03/11/2017,10,51,21.9,Overcast,-1
03/11/2017,11,51,23.0,Overcast,-1
03/11/2017,12,51,26.1,Mostly Cloudy,-1
03/11/2017,13,51,26.1,Overcast,-1
03/11/2017,14,51,27.0,Overcast,-1
03/11/2017,15,51,28.0,Overcast,-1
03/11/2017,16,51,26.1,Overcast,-1
03/11/2017,17,51,26.1,Mostly Cloudy,-1
03/11/2017,18,51,25.0,Partly Cloudy,0
03/11/2017,19,51,25.0,Mostly Cloudy,-1
03/11/2017,20,51,24.1,Clear,1
03/11/2017,21,51,23.0,Clear,1
03/11/2017,22,51,21.9,Clear,1
03/11/2017,23,51,21.9,Clear,1
03/12/2017,00,51,21.9,Clear,1
03/12/2017,1,51,21.0,Clear,1
03/12/2017,3,51,21.0,Clear,1
03/12/2017,4,51,21.0,Partly Cloudy,0
03/12/2017,5,51,19.9,Clear,1
03/12/2017,6,51,19.0,Clear,1
03/12/2017,7,51,19.0,Clear,1
03/12/2017,8,51,19.9,Clear,1
03/12/2017,9,51,21.0,Clear,1
03/12/2017,10,51,23.0,Partly Cloudy,0
03/12/2017,11,51,25.0,Scattered Clouds,0
03/12/2017,12,51,27.0,Partly Cloudy,0
03/12/2017,13,51,27.0,Mostly Cloudy,-1
03/12/2017,14,51,28.0,Scattered Clouds,0
03/12/2017,15,51,28.9,Clear,1
03/12/2017,16,51,28.9,Clear,1
03/12/2017,17,51,28.0,Clear,1
03/12/2017,18,51,28.0,Clear,1
03/12/2017,19,51,27.0,Clear,1
03/12/2017,20,51,27.0,Clear,1
03/12/2017,21,51,26.1,Clear,1
03/12/2017,22,51,25.0,Clear,1
03/12/2017,23,51,23.0,Clear,1
03/12/2017,00,51,21.9,Clear,1
03/13/2017,00,51,21.9,Clear,1
03/13/2017,1,51,21.9,Clear,1
03/13/2017,2,51,21.0,Clear,1
03/13/2017,3,51,21.0,Clear,1
03/13/2017,4,51,19.9,Clear,1
03/13/2017,5,51,19.9,Clear,1
03/13/2017,6,51,19.9,Clear,1
03/13/2017,7,51,19.9,Clear,1
03/13/2017,8,51,21.0,Clear,1
03/13/2017,9,51,23.0,Clear,1
03/13/2017,10,51,24.1,Clear,1
03/13/2017,11,51,27.0,Clear,1
03/13/2017,12,51,32.0,Clear,1
03/13/2017,13,51,33.1,Clear,1
03/13/2017,14,51,34.0,Clear,1
03/13/2017,15,51,33.1,Clear,1
03/13/2017,16,51,35.1,Clear,1
03/13/2017,17,51,33.1,Clear,1
03/13/2017,18,51,30.9,Clear,1
03/13/2017,19,51,30.0,Scattered Clouds,0
03/13/2017,20,51,32.0,Overcast,-1
03/13/2017,21,51,32.0,Overcast,-1
03/13/2017,22,51,32.0,Overcast,-1
03/13/2017,23,51,30.9,Overcast,-1
03/14/2017,00,51,30.9,Overcast,-1
03/14/2017,1,38,30.9,Light Snow,-1
03/14/2017,1,47,30.2,Light Snow,-1
03/14/2017,1,51,30.0,Light Snow,-1
03/14/2017,2,04,28.9,Light Snow,-1
03/14/2017,2,14,28.9,Light Snow,-1
03/14/2017,2,32,28.0,Snow,-1
03/14/2017,2,51,28.0,Light Snow,-1
03/14/2017,3,51,28.9,Snow,-1
03/14/2017,4,51,28.9,Snow,-1
03/14/2017,5,51,28.0,Snow,-1
03/14/2017,6,51,28.0,Snow,-1
03/14/2017,7,09,28.0,Light Snow,-1
03/14/2017,7,22,28.0,Light Snow,-1
03/14/2017,7,51,28.0,Light Snow,-1
03/14/2017,8,51,28.0,Light Snow,-1
03/14/2017,9,51,28.0,Light Freezing Fog,-1
03/14/2017,10,18,28.0,Light Freezing Fog,-1
03/14/2017,10,51,28.9,Light Snow,-1
03/14/2017,11,42,30.9,Light Snow,-1
03/14/2017,11,51,30.9,Overcast,-1
03/14/2017,12,16,30.9,Overcast,-1
03/14/2017,12,51,30.0,Light Freezing Fog,-1
03/14/2017,13,51,30.9,Light Snow,-1
03/14/2017,14,51,28.0,Light Snow,-1
03/14/2017,15,08,28.0,Light Snow,-1
03/14/2017,15,51,28.0,Light Snow,-1
03/14/2017,16,09,28.9,Overcast,-1
03/14/2017,16,11,28.9,Overcast,-1
03/14/2017,16,22,30.0,Overcast,-1
03/14/2017,16,29,28.9,Overcast,-1
03/14/2017,17,51,30.0,Light Snow,-1
03/14/2017,18,02,30.0,Light Snow,-1
03/14/2017,18,09,30.0,Light Snow,-1
03/14/2017,18,18,28.9,Haze,0
03/14/2017,18,51,30.0,Overcast,-1
03/14/2017,19,01,30.9,Overcast,-1
03/14/2017,19,51,30.0,Overcast,-1
03/14/2017,20,51,28.9,Overcast,-1
03/14/2017,21,51,25.0,Clear,1
03/14/2017,22,51,23.0,Scattered Clouds,0
03/14/2017,23,51,21.0,Scattered Clouds,0
03/15/2017,00,51,21.0,Clear,1
03/15/2017,1,51,21.0,Clear,1
03/15/2017,2,51,21.0,Clear,1
03/15/2017,3,51,21.0,Clear,1
03/15/2017,4,51,21.0,Clear,1
03/15/2017,5,51,19.9,Clear,1
03/15/2017,6,51,19.9,Scattered Clouds,0
03/15/2017,7,51,21.0,Mostly Cloudy,-1
03/15/2017,8,51,21.9,Mostly Cloudy,-1
03/15/2017,9,51,23.0,Overcast,-1
03/15/2017,10,51,23.0,Overcast,-1
03/15/2017,11,51,23.0,Overcast,-1
03/15/2017,12,51,24.1,Overcast,-1
03/15/2017,13,51,25.0,Overcast,-1
03/15/2017,14,51,25.0,Overcast,-1
03/15/2017,15,51,25.0,Overcast,-1
03/15/2017,16,51,25.0,Overcast,-1
03/15/2017,17,51,25.0,Overcast,-1
03/15/2017,18,51,26.1,Overcast,-1
03/15/2017,19,51,26.1,Overcast,-1
03/15/2017,20,51,26.1,Overcast,-1
03/15/2017,21,51,26.1,Partly Cloudy,0
03/15/2017,22,51,25.0,Mostly Cloudy,-1
03/15/2017,23,51,26.1,Clear,1
03/16/2017,00,51,26.1,Overcast,-1
03/16/2017,1,51,26.1,Clear,1
03/16/2017,2,51,25.0,Clear,1
03/16/2017,3,51,25.0,Clear,1
03/16/2017,4,51,25.0,Clear,1
03/16/2017,5,51,24.1,Clear,1
03/16/2017,6,51,24.1,Clear,1
03/16/2017,7,51,24.1,Clear,1
03/16/2017,8,51,25.0,Clear,1
03/16/2017,9,51,27.0,Clear,1
03/16/2017,10,51,30.0,Partly Cloudy,0
03/16/2017,11,51,32.0,Clear,1
03/16/2017,12,51,34.0,Clear,1
03/16/2017,13,51,35.1,Partly Cloudy,0
03/16/2017,14,51,37.0,Partly Cloudy,0
03/16/2017,15,51,37.9,Clear,1
03/16/2017,16,51,39.0,Clear,1
03/16/2017,17,51,39.0,Clear,1
03/16/2017,18,51,37.9,Clear,1
03/16/2017,19,51,37.0,Clear,1
03/16/2017,20,51,37.0,Clear,1
03/16/2017,21,51,35.1,Clear,1
03/16/2017,22,51,33.1,Clear,1
03/16/2017,23,51,33.1,Scattered Clouds,0
03/17/2017,00,51,33.1,Clear,1
03/17/2017,1,51,33.1,Partly Cloudy,0
03/17/2017,2,51,32.0,Clear,1
03/17/2017,3,51,30.9,Clear,1
03/17/2017,4,51,30.9,Clear,1
03/17/2017,5,51,30.0,Clear,1
03/17/2017,6,51,30.0,Clear,1
03/17/2017,7,51,30.0,Clear,1
03/17/2017,8,51,30.9,Clear,1
03/17/2017,9,51,32.0,Clear,1
03/17/2017,10,51,34.0,Clear,1
03/17/2017,11,51,37.0,Clear,1
03/17/2017,12,51,39.9,Clear,1
03/17/2017,13,51,41.0,Clear,1
03/17/2017,14,51,44.1,Clear,1
03/17/2017,15,51,46.0,Clear,1
03/17/2017,16,51,46.0,Clear,1
03/17/2017,17,51,46.0,Clear,1
03/17/2017,18,51,44.1,Clear,1
03/17/2017,19,51,43.0,Clear,1
03/17/2017,20,51,41.0,Clear,1
03/17/2017,21,51,41.0,Clear,1
03/17/2017,22,51,39.0,Clear,1
03/17/2017,23,51,39.0,Clear,1
03/18/2017,00,51,37.9,Clear,1
03/18/2017,1,51,37.9,Clear,1
03/18/2017,2,51,36.0,Clear,1
03/18/2017,3,51,37.0,Clear,1
03/18/2017,4,51,36.0,Clear,1
03/18/2017,5,51,35.1,Clear,1
03/18/2017,6,51,35.1,Overcast,-1
03/18/2017,7,51,36.0,Overcast,-1
03/18/2017,8,51,36.0,Overcast,-1
03/18/2017,9,51,35.1,Overcast,-1
03/18/2017,10,51,35.1,Overcast,-1
03/18/2017,11,51,35.1,Overcast,-1
03/18/2017,12,12,34.0,Light Snow,-1
03/18/2017,12,25,35.1,Light Snow,-1
03/18/2017,12,36,35.1,Overcast,-1
03/18/2017,12,51,36.0,Overcast,-1
03/18/2017,13,51,36.0,Overcast,-1
03/18/2017,14,51,36.0,Overcast,-1
03/18/2017,15,16,36.0,Overcast,-1
03/18/2017,15,51,35.1,Overcast,-1
03/18/2017,16,02,35.1,Overcast,-1
03/18/2017,16,15,35.1,Overcast,-1
03/18/2017,16,51,35.1,Overcast,-1
03/18/2017,17,51,34.0,Overcast,-1
03/18/2017,18,10,34.0,Overcast,-1
03/18/2017,18,36,34.0,Light Snow,-1
03/18/2017,18,51,34.0,Light Snow,-1
03/18/2017,18,58,34.0,Light Snow,-1
03/18/2017,19,05,34.0,Light Snow,-1
03/18/2017,19,51,34.0,Overcast,-1
03/18/2017,20,12,34.0,Overcast,-1
03/18/2017,20,51,35.1,Overcast,-1
03/18/2017,21,51,36.0,Overcast,-1
03/18/2017,22,51,36.0,Overcast,-1
03/18/2017,23,51,36.0,Overcast,-1
03/19/2017,00,51,35.1,Overcast,-1
03/19/2017,1,51,35.1,Overcast,-1
03/19/2017,2,51,35.1,Overcast,-1
03/19/2017,3,25,34.0,Overcast,-1
03/19/2017,3,51,35.1,Overcast,-1
03/19/2017,4,03,35.1,Overcast,-1
03/19/2017,4,27,35.1,Overcast,-1
03/19/2017,4,51,35.1,Overcast,-1
03/19/2017,5,51,34.0,Overcast,-1
03/19/2017,5,58,34.0,Overcast,-1
03/19/2017,6,51,34.0,Mostly Cloudy,-1
03/19/2017,7,51,34.0,Clear,1
03/19/2017,8,51,36.0,Clear,1
03/19/2017,9,51,37.0,Clear,1
03/19/2017,10,51,39.9,Mostly Cloudy,-1
03/19/2017,11,51,42.1,Clear,1
03/19/2017,12,51,44.1,Clear,1
03/19/2017,13,51,45.0,Clear,1
03/19/2017,14,51,46.0,Clear,1
03/19/2017,15,51,46.9,Clear,1
03/19/2017,16,51,46.0,Clear,1
03/19/2017,17,51,46.0,Clear,1
03/19/2017,18,51,45.0,Clear,1
03/19/2017,19,51,43.0,Clear,1
03/19/2017,20,51,42.1,Clear,1
03/19/2017,21,51,41.0,Clear,1
03/19/2017,22,51,39.9,Clear,1
03/19/2017,23,51,39.0,Clear,1
03/20/2017,00,51,37.9,Clear,1
03/20/2017,1,51,37.0,Clear,1
03/20/2017,2,51,37.0,Clear,1
03/20/2017,3,51,36.0,Clear,1
03/20/2017,4,51,34.0,Clear,1
03/20/2017,5,51,34.0,Clear,1
03/20/2017,6,51,33.1,Clear,1
03/20/2017,7,51,34.0,Clear,1
03/20/2017,8,51,35.1,Clear,1
03/20/2017,9,51,37.0,Clear,1
03/20/2017,10,51,39.9,Clear,1
03/20/2017,11,51,44.1,Clear,1
03/20/2017,12,51,46.0,Clear,1
03/20/2017,13,51,48.0,Clear,1
03/20/2017,14,51,48.9,Clear,1
03/20/2017,15,51,50.0,Clear,1
03/20/2017,16,51,50.0,Mostly Cloudy,-1
03/20/2017,17,51,51.1,Mostly Cloudy,-1
03/20/2017,18,51,50.0,Overcast,-1
03/20/2017,19,51,50.0,Mostly Cloudy,-1
03/20/2017,20,51,48.0,Partly Cloudy,0
03/20/2017,21,51,46.0,Overcast,-1
03/20/2017,22,51,46.0,Overcast,-1
03/20/2017,23,51,45.0,Overcast,-1
03/21/2017,00,51,45.0,Overcast,-1
03/21/2017,1,51,44.1,Overcast,-1
03/21/2017,2,51,43.0,Partly Cloudy,0
03/21/2017,3,51,43.0,Overcast,-1
03/21/2017,4,51,43.0,Mostly Cloudy,-1
03/21/2017,5,51,43.0,Overcast,-1
03/21/2017,6,51,43.0,Overcast,-1
03/21/2017,7,51,43.0,Overcast,-1
03/21/2017,8,51,44.1,Overcast,-1
03/21/2017,9,51,46.0,Overcast,-1
03/21/2017,10,51,48.0,Mostly Cloudy,-1
03/21/2017,11,51,48.9,Overcast,-1
03/21/2017,12,51,50.0,Scattered Clouds,0
03/21/2017,13,51,52.0,Clear,1
03/21/2017,14,51,57.0,Clear,1
03/21/2017,15,51,57.9,Clear,1
03/21/2017,16,51,57.9,Clear,1
03/21/2017,17,51,57.9,Clear,1
03/21/2017,18,51,57.0,Clear,1
03/21/2017,19,51,55.0,Clear,1
03/21/2017,20,51,55.0,Partly Cloudy,0
03/21/2017,21,51,55.0,Overcast,-1
03/21/2017,22,51,53.1,Overcast,-1
03/21/2017,23,51,51.1,Partly Cloudy,0
03/22/2017,00,51,50.0,Overcast,-1
03/22/2017,1,51,48.0,Partly Cloudy,0
03/22/2017,2,51,48.0,Partly Cloudy,0
03/22/2017,3,51,44.1,Clear,1
03/22/2017,4,51,43.0,Clear,1
03/22/2017,5,51,39.9,Clear,1
03/22/2017,6,51,39.0,Clear,1
03/22/2017,7,51,36.0,Clear,1
03/22/2017,8,51,36.0,Clear,1
03/22/2017,9,51,35.1,Unknown,0
03/22/2017,10,51,33.1,Clear,1
03/22/2017,11,51,33.1,Clear,1
03/22/2017,12,51,34.0,Clear,1
03/22/2017,13,51,32.0,Clear,1
03/22/2017,14,51,33.1,Clear,1
03/22/2017,15,51,32.0,Clear,1
03/22/2017,16,51,32.0,Clear,1
03/22/2017,17,51,30.9,Clear,1
03/22/2017,18,51,30.0,Clear,1
03/22/2017,19,51,28.9,Clear,1
03/22/2017,20,51,28.0,Clear,1
03/22/2017,21,51,26.1,Clear,1
03/22/2017,22,51,25.0,Clear,1
03/22/2017,23,51,24.1,Clear,1
03/23/2017,00,51,24.1,Clear,1
03/23/2017,1,51,23.0,Clear,1
03/23/2017,2,51,23.0,Clear,1
03/23/2017,3,51,23.0,Clear,1
03/23/2017,4,51,23.0,Clear,1
03/23/2017,5,51,23.0,Clear,1
03/23/2017,6,51,23.0,Clear,1
03/23/2017,7,51,24.1,Clear,1
03/23/2017,8,51,25.0,Clear,1
03/23/2017,9,51,27.0,Clear,1
03/23/2017,10,51,30.9,Clear,1
03/23/2017,11,51,32.0,Clear,1
03/23/2017,12,51,37.0,Clear,1
03/23/2017,13,51,37.9,Clear,1
03/23/2017,14,51,39.9,Clear,1
03/23/2017,15,51,41.0,Clear,1
03/23/2017,16,51,42.1,Clear,1
03/23/2017,17,51,42.1,Clear,1
03/23/2017,18,51,41.0,Clear,1
03/23/2017,19,51,39.9,Clear,1
03/23/2017,20,51,39.9,Clear,1
03/23/2017,21,51,39.9,Clear,1
03/23/2017,22,51,37.9,Clear,1
03/23/2017,23,51,37.9,Clear,1
03/24/2017,00,51,37.9,Clear,1
03/24/2017,1,51,37.0,Clear,1
03/24/2017,2,51,39.0,Clear,1
03/24/2017,3,51,37.0,Clear,1
03/24/2017,4,51,37.0,Clear,1
03/24/2017,5,51,37.0,Mostly Cloudy,-1
03/24/2017,6,51,37.0,Overcast,-1
03/24/2017,7,51,37.9,Overcast,-1
03/24/2017,8,51,39.9,Overcast,-1
03/24/2017,9,51,42.1,Overcast,-1
03/24/2017,10,51,44.1,Partly Cloudy,0
03/24/2017,11,51,45.0,Overcast,-1
03/24/2017,12,51,46.9,Overcast,-1
03/24/2017,13,51,46.0,Overcast,-1
03/24/2017,14,51,48.0,Overcast,-1
03/24/2017,15,51,51.1,Partly Cloudy,0
03/24/2017,16,51,54.0,Overcast,-1
03/24/2017,17,51,55.9,Overcast,-1
03/24/2017,18,51,55.9,Clear,1
03/24/2017,19,51,55.0,Clear,1
03/24/2017,20,51,55.0,Clear,1
03/24/2017,21,51,54.0,Clear,1
03/24/2017,22,51,53.1,Clear,1
03/24/2017,23,51,54.0,Clear,1
03/25/2017,00,51,53.1,Clear,1
03/25/2017,1,51,54.0,Clear,1
03/25/2017,2,51,53.1,Clear,1
03/25/2017,3,51,52.0,Clear,1
03/25/2017,4,51,53.1,Clear,1
03/25/2017,5,51,54.0,Clear,1
03/25/2017,6,51,53.1,Clear,1
03/25/2017,7,51,52.0,Clear,1
03/25/2017,8,51,55.0,Partly Cloudy,0
03/25/2017,9,51,57.0,Scattered Clouds,0
03/25/2017,10,51,57.9,Clear,1
03/25/2017,11,51,57.9,Clear,1
03/25/2017,12,51,61.0,Clear,1
03/25/2017,13,51,60.1,Partly Cloudy,0
03/25/2017,14,51,57.9,Partly Cloudy,0
03/25/2017,15,51,54.0,Mostly Cloudy,-1
03/25/2017,16,51,52.0,Scattered Clouds,0
03/25/2017,17,51,48.9,Overcast,-1
03/25/2017,18,51,50.0,Overcast,-1
03/25/2017,19,51,46.9,Overcast,-1
03/25/2017,20,19,44.1,Overcast,-1
03/25/2017,20,47,44.6,Overcast,-1
03/25/2017,20,51,44.1,Overcast,-1
03/25/2017,21,51,45.0,Overcast,-1
03/25/2017,22,51,44.1,Overcast,-1
03/25/2017,23,09,44.1,Overcast,-1
03/25/2017,23,51,43.0,Overcast,-1
03/26/2017,00,39,42.1,Overcast,-1
03/26/2017,00,51,42.1,Overcast,-1
03/26/2017,1,21,42.1,Overcast,-1
03/26/2017,1,51,42.1,Overcast,-1
03/26/2017,2,51,39.9,Light Rain,1
03/26/2017,3,13,39.0,Light Rain,1
03/26/2017,3,51,37.9,Rain,-1
03/26/2017,4,01,37.9,Light Rain,1
03/26/2017,4,17,37.9,Light Rain,1
03/26/2017,4,51,37.9,Light Rain,1
03/26/2017,5,10,37.9,Overcast,-1
03/26/2017,5,23,37.9,Overcast,-1
03/26/2017,5,51,37.9,Overcast,-1
03/26/2017,6,51,37.9,Overcast,-1
03/26/2017,7,49,37.4,Overcast,-1
03/26/2017,7,51,37.0,Overcast,-1
03/26/2017,8,25,37.0,Overcast,-1
03/26/2017,8,51,37.9,Overcast,-1
03/26/2017,9,51,37.9,Overcast,-1
