Date,Hour,Minute,Tweet text,Polarity,Sentiment
07/10/2017,19,59,"Spotted at July9th SummerSunday 760 instagram com p BWYqdzwH2IF",0.000000,0
07/10/2017,19,59,"My little girl Always posing birdsofinwood birddad birdsofinstagram Manhattan instagram com p BWYqdpjlP5X",-0.187500,-1
07/10/2017,19,59,"Dropping some with my bro York New York instagram com p BWYqdSclexo",0.136364,1
07/10/2017,19,59,"Last weeks skate camp survivors at homageskateboardacademy summer fun in brooklyn instagram com p BWYqcs8hkoR",0.150000,1
07/10/2017,19,59,"Looking for the next big thing nymfw2017 Studios instagram com p BWYqc3tA2cX",0.000000,0
07/10/2017,19,59,"One of my favorite spots in Brooklyn instagram com p BWYqbGWlrNj",0.500000,1
07/10/2017,19,59,"From where you start To how you finish message bighodge photographer videographer instagram com p BWYqcw5gpLv",0.000000,0
07/10/2017,19,59,"Book time with an iced chai actor actorslife askanagent margaretemory agents agent instagram com p BWYqb8jlfQm",0.000000,0
07/10/2017,19,59,"Just posted a photo Beach Queens instagram com p BWYqa7GAutkq JZEgHWOXrTAKEmKCKJ iS0dris0",0.000000,0
07/10/2017,19,59,"Monday afternoon in Bryant Park New York nyc York New York instagram com p BWYqaaOjTLQ",0.136364,1
07/10/2017,19,59,"Your body is your most personal piece of art What will you paint this week 7 11 instagram com p BWYqaW3nCLh",0.250000,1
07/10/2017,19,59,"You ve been asking so we re gonna deliver our Hill Backpack will be available in mahogany brown instagram com p BWYqXyJFX8A",0.400000,1
07/10/2017,19,59,"NYC fire escape at sunset nycbuildings nycrealestate nofilter instagram com p BWYqZ05AI5tc tbPkf4fpM4 fPcSSFEC1rdAAsQ0",0.000000,0
07/10/2017,19,58,"mybabybrother mybabybro mycousin mycuzzo mycuzzin family familia familyfirst original instagram com p BWYqV hBVC6",0.375000,1
07/10/2017,19,58,"Journey Monologues No 5 How many layers do you wear mindfulness wakingmonologues com blog 2017 7 10 journey monologues no 5 how",0.500000,1
07/10/2017,19,58,"Tio s cutie pie York New York instagram com p BWYqUEmDc8Nk LpOxqeVYzKP34Zdeop8xU IIC80",0.136364,1
07/10/2017,19,58,"we met upon the level and we re parting on the parterre lastperformance abt instagram com p BWYqTLUl3WU",0.000000,0
07/10/2017,19,58,"New blog post on the wonderful benefits of the Carnelian Gemstone on A Bird Blgos About instagram com p BWYqSwZnAUc",0.568182,1
07/10/2017,19,58,"Me and my 1stBorn caught some Sun ButterPecanRican MommyDaughter SunKissed instagram com p BWYqSPkgwaV",0.000000,0
