Date,Hour,Minute,Tweet text,Polarity,Sentiment
05/07/2017,19,59,"Visit and see what we do thatsuitsyou org thatsuitsyou pkspitch Welldressed instagram com p BTz3lr2gwtB",0.000000,0
05/07/2017,19,59,"Rp from my sis londi bridges facts words listen inspire communication instagram com p BTz3lc3FTCi",0.000000,0
05/07/2017,19,59,"Off to Chicago AllThatJazz the Musical on Broadway instagram com p BTz3lGBl8aW",0.000000,0
05/07/2017,19,59,"roomie photo booth party brooklyn Park instagram com p BTz3kRJDPrA",0.000000,0
05/07/2017,19,59,"At Empire State Building 86th Floor Observation Deck pic https path com p 2FPWI",0.000000,0
05/07/2017,19,59,"D",0.000000,0
05/07/2017,19,59,"Birthday at in Brooklyn NY swarmapp com c 4BjukqOVNet",0.000000,0
05/07/2017,19,59,"I m at CUPS Frozen Yogurt in Clifton NJ swarmapp com c 9pvJ77z0qaV",0.000000,0
05/07/2017,19,58,"Essentials608 EngagementParty Engagement PrivateEvent Follow EventPlanner instagram com p BTz3dFgDl v",0.000000,0
05/07/2017,19,58,"C O L O R A N D L A U N D R Y York New York instagram com p BTz3dPrhyV1",0.136364,1
05/07/2017,19,58,"Fitting room fun at The better to dance with my dear gelighting selfie case instagram com p BTz3ckcDkGB",0.433333,1
05/07/2017,19,58,"Hands are ugly paintboxnails theygotmatte igotcrazy nyc fathands NYC instagram com p BTz3b 5l8tE",-0.700000,-1
05/07/2017,19,58,"I m at Astoria NY in Astoria NY swarmapp com c aKul74Q6Gde",0.000000,0
05/07/2017,19,57,"Floral Carnivore Among the volunteers that came with my Saracenia pupurea were Cape Sundews instagram com p BTz3XEQhZik",0.000000,0
05/07/2017,19,57,"Cleared Construction on 1Line BothDir BothDir from 96th Street Station to 157th Street Station",0.000000,0
05/07/2017,19,57,"I m at Robert F Kennedy Bridge Triborough Bridge in Astoria NY swarmapp com c kqiUZMKi6si",0.000000,0
05/07/2017,19,57,"Currently watching a classic 40th Anniversary Director s Cut of SATURDAY NIGHT FEVER On the Big instagram com p BTz3VRgFPnU",0.055556,1
05/07/2017,19,57,"Sunday s are all about family Happy 12th birthday to this special boy instagram com p BTz3U7DjMoc",0.578571,1
05/07/2017,19,57,"Just posted a photo York New York instagram com p BTz3UQmlAvO",0.136364,1
05/07/2017,19,57,"halloween scary creepy art gore horrormovie horrormovies blood movie horrorfan dark instagram com p BTz3TwaFwcp",-0.383333,-1
