Timestamp,Hour,Temp,Conditions,Weather Sentiment
20170113,10:51 PM,32,Clear,positive
20170113,11:51 PM,32,Clear,positive
20170114,12:51 AM,32,Clear,positive
20170114,1:51 AM,32,Clear,positive
20170114,2:51 AM,30.9,Clear,positive
20170114,3:51 AM,30,Clear,positive
20170114,4:51 AM,30,Clear,positive
20170114,5:51 AM,28.9,Clear,positive
20170114,6:51 AM,28,Clear,positive
20170114,7:51 AM,28,Clear,positive
20170114,8:51 AM,28.9,Clear,positive
20170114,9:51 AM,30.9,Clear,positive
20170114,10:51 AM,32,Clear,positive
20170114,11:51 AM,32,Clear,positive
20170114,12:51 PM,33.1,Overcast,negative
20170114,1:51 PM,33.1,Overcast,negative
20170114,2:51 PM,32,Light Snow,negative
20170114,3:04 PM,30,Light Snow,negative
20170114,3:13 PM,28.9,Heavy Snow,negative
20170114,3:36 PM,28.9,Snow,negative
20170114,3:51 PM,28.9,Snow,negative
20170114,4:10 PM,28.9,Snow,negative
20170114,4:51 PM,28.9,Light Snow,negative
20170114,5:19 PM,30,Light Snow,negative
20170114,5:27 PM,30,Light Snow,negative
20170114,5:42 PM,30,Light Snow,negative
20170114,5:51 PM,30.9,Light Snow,negative
20170114,5:54 PM,30,Light Snow,negative
20170114,6:40 PM,30.9,Light Snow,negative
20170114,6:51 PM,30,Light Snow,negative
20170114,7:08 PM,30.9,Light Snow,negative
20170114,7:51 PM,30.9,Overcast,negative
20170114,8:24 PM,30.9,Overcast,negative
20170114,8:34 PM,30.9,Overcast,negative
20170114,8:51 PM,32,Overcast,negative
20170114,9:15 PM,32,Overcast,negative
20170114,9:41 PM,30.9,Light Snow,negative
20170114,9:51 PM,30.9,Light Snow,negative
20170114,10:07 PM,30.9,Light Snow,negative
20170114,10:16 PM,30.9,Overcast,negative
20170114,10:51 PM,30.9,Overcast,negative
20170114,11:51 PM,32,Overcast,negative
20170115,12:32 AM,32,Overcast,negative
20170115,12:51 AM,32,Overcast,negative
20170115,1:39 AM,32,Mostly Cloudy,negative
20170115,1:47 AM,32,Mostly Cloudy,negative
20170115,1:51 AM,32,Mostly Cloudy,negative
20170115,2:51 AM,32,Overcast,negative
20170115,3:51 AM,30.9,Scattered Clouds,neutral
20170115,4:51 AM,30.9,Partly Cloudy,neutral
20170115,5:51 AM,30,Clear,positive
20170115,6:51 AM,30,Clear,positive
20170115,7:51 AM,30,Clear,positive
20170115,8:51 AM,30.9,Clear,positive
20170115,9:51 AM,33.1,Clear,positive
20170115,10:51 AM,34,Clear,positive
20170115,11:51 AM,36,Clear,positive
20170115,12:51 PM,37,Clear,positive
20170115,1:51 PM,37,Clear,positive
20170115,2:51 PM,37.9,Clear,positive
20170115,3:51 PM,37.9,Clear,positive
20170115,4:51 PM,37,Clear,positive
20170115,5:51 PM,37,Clear,positive
20170115,6:51 PM,36,Clear,positive
20170115,7:51 PM,35.1,Clear,positive
20170115,8:51 PM,34,Clear,positive
20170115,9:51 PM,33.1,Clear,positive
20170115,10:51 PM,32,Clear,positive
20170115,11:51 PM,32,Clear,positive
20170116,12:51 AM,30.9,Clear,positive
20170116,1:51 AM,30.9,Clear,positive
20170116,2:51 AM,30.9,Clear,positive
20170116,3:51 AM,30.9,Clear,positive
20170116,4:51 AM,30,Clear,positive
20170116,5:51 AM,30,Clear,positive
20170116,6:51 AM,30,Clear,positive
20170116,7:51 AM,30.9,Clear,positive
20170116,8:51 AM,32,Clear,positive
20170116,9:51 AM,34,Clear,positive
20170116,10:51 AM,36,Clear,positive
20170116,11:51 AM,37.9,Clear,positive
20170116,12:51 PM,39.9,Clear,positive
20170116,1:51 PM,41,Clear,positive
20170116,2:51 PM,43,Clear,positive
20170116,3:51 PM,42.1,Clear,positive
20170116,4:51 PM,41,Clear,positive
20170116,5:51 PM,41,Clear,positive
20170116,6:51 PM,41,Clear,positive
20170116,7:51 PM,41,Mostly Cloudy,negative
20170116,8:51 PM,41,Overcast,negative
20170116,9:51 PM,41,Overcast,negative
20170116,10:51 PM,41,Overcast,negative
20170116,11:51 PM,39.9,Overcast,negative
20170117,12:51 AM,39.9,Overcast,negative
20170117,1:51 AM,39.9,Overcast,negative
20170117,2:51 AM,39.9,Overcast,negative
20170117,3:51 AM,39.9,Overcast,negative
20170117,4:51 AM,39.9,Mostly Cloudy,negative
20170117,5:51 AM,39.9,Mostly Cloudy,negative
20170117,6:51 AM,39.9,Mostly Cloudy,negative
20170117,7:11 AM,39.9,Overcast,negative
20170117,7:51 AM,39.9,Overcast,negative
20170117,8:03 AM,41,Overcast,negative
20170117,8:51 AM,42.1,Overcast,negative
20170117,9:08 AM,42.1,Haze,neutral
20170117,9:51 AM,39.9,Light Rain,positive
20170117,10:17 AM,39.9,Light Rain,positive
20170117,10:51 AM,39.9,Light Rain,positive
20170117,11:07 AM,39.9,Light Rain,positive
20170117,11:33 AM,39.9,Light Rain,positive
20170117,11:51 AM,39.9,Light Rain,positive
20170117,12:32 PM,39.9,Light Rain,positive
20170117,12:51 PM,39.9,Light Rain,positive
20170117,1:13 PM,39,Light Rain,positive
20170117,1:24 PM,39,Light Rain,positive
20170117,1:51 PM,39,Overcast,negative
20170117,2:07 PM,39,Overcast,negative
20170117,2:33 PM,39,Light Rain,positive
20170117,2:51 PM,39,Overcast,negative
20170117,3:02 PM,39,Overcast,negative
20170117,3:20 PM,39.9,Light Rain,positive
20170117,3:37 PM,39,Overcast,negative
20170117,3:48 PM,39.2,Overcast,negative
20170117,3:51 PM,39.9,Overcast,negative
20170117,4:51 PM,39.9,Overcast,negative
20170117,5:36 PM,39,Rain,negative
20170117,5:51 PM,39,Light Rain,positive
20170117,6:02 PM,39,Light Rain,positive
20170117,6:09 PM,39,Light Rain,positive
20170117,6:19 PM,39,Rain,negative
20170117,6:42 PM,39,Light Rain,positive
20170117,6:51 PM,39,Light Rain,positive
20170117,7:01 PM,39,Rain,negative
20170117,7:09 PM,39,Rain,negative
20170117,7:17 PM,39,Light Rain,positive
20170117,7:51 PM,39,Light Rain,positive
20170117,8:32 PM,39,Light Rain,positive
20170117,8:44 PM,39,Light Rain,positive
20170117,8:51 PM,39,Light Rain,positive
20170117,9:01 PM,39,Light Rain,positive
20170117,9:51 PM,39,Overcast,negative
20170117,10:16 PM,39,Light Rain,positive
20170117,10:42 PM,37.9,Overcast,negative
20170117,10:51 PM,37.9,Overcast,negative
20170117,11:01 PM,37.9,Overcast,negative
20170117,11:51 PM,37.9,Light Rain,positive
20170117,11:59 PM,37.9,Light Rain,positive
20170118,12:14 AM,37.9,Overcast,negative
20170118,12:46 AM,37.4,Overcast,negative
20170118,12:51 AM,37.9,Overcast,negative
20170118,1:12 AM,37.9,Overcast,negative
20170118,1:51 AM,37.9,Overcast,negative
20170118,2:09 AM,37.9,Overcast,negative
20170118,2:20 AM,37.9,Light Rain,positive
20170118,2:51 AM,37.9,Overcast,negative
20170118,3:30 AM,39,Overcast,negative
20170118,3:49 AM,39.2,Light Rain,positive
20170118,3:51 AM,39,Light Rain,positive
20170118,4:01 AM,39,Overcast,negative
20170118,4:51 AM,39.9,Overcast,negative
20170118,5:51 AM,39.9,Overcast,negative
20170118,6:51 AM,39.9,Overcast,negative
20170118,7:51 AM,39.9,Overcast,negative
20170118,8:51 AM,39.9,Overcast,negative
20170118,9:51 AM,39,Overcast,negative
20170118,10:51 AM,39.9,Overcast,negative
20170118,11:51 AM,39.9,Overcast,negative
20170118,12:51 PM,39.9,Overcast,negative
20170118,1:25 PM,39.9,Overcast,negative
20170118,1:51 PM,39,Overcast,negative
20170118,2:00 PM,39.9,Overcast,negative
20170118,2:38 PM,39.9,Overcast,negative
20170118,2:51 PM,39.9,Overcast,negative
20170118,3:51 PM,41,Overcast,negative
20170118,4:51 PM,39.9,Overcast,negative
20170118,5:47 PM,39.2,Overcast,negative
20170118,5:51 PM,39.9,Overcast,negative
20170118,6:51 PM,39.9,Overcast,negative
20170118,7:38 PM,39.9,Overcast,negative
20170118,7:49 PM,39.2,Overcast,negative
20170118,7:51 PM,39.9,Overcast,negative
20170118,8:13 PM,39.9,Mostly Cloudy,negative
20170118,8:26 PM,39.9,Mostly Cloudy,negative
20170118,8:51 PM,39.9,Overcast,negative
20170118,9:51 PM,39.9,Overcast,negative
20170118,10:51 PM,39.9,Overcast,negative
20170118,11:12 PM,39,Mostly Cloudy,negative
20170118,11:51 PM,39.9,Overcast,negative
20170119,12:51 AM,39,Mostly Cloudy,negative
20170119,1:51 AM,39.9,Overcast,negative
20170119,2:51 AM,39,Overcast,negative
20170119,3:51 AM,39.9,Overcast,negative
20170119,4:51 AM,41,Overcast,negative
20170119,5:51 AM,41,Partly Cloudy,neutral
20170119,6:51 AM,39.9,Clear,positive
20170119,7:51 AM,41,Clear,positive
20170119,8:28 AM,42.1,Mostly Cloudy,negative
20170119,8:51 AM,41,Mostly Cloudy,negative
20170119,9:00 AM,41,Scattered Clouds,neutral
20170119,9:51 AM,43,Clear,positive
20170119,10:51 AM,46,Clear,positive
20170119,11:51 AM,46.9,Scattered Clouds,neutral
20170119,12:51 PM,48,Partly Cloudy,neutral
20170119,1:04 PM,46.9,Mostly Cloudy,negative
20170119,1:11 PM,46,Scattered Clouds,neutral
20170119,1:20 PM,46,Mostly Cloudy,negative
20170119,1:51 PM,45,Overcast,negative
20170119,2:51 PM,45,Overcast,negative
20170119,3:51 PM,44.1,Overcast,negative
20170119,4:51 PM,44.1,Overcast,negative
20170119,5:40 PM,44.1,Overcast,negative
20170119,5:51 PM,44.1,Overcast,negative
20170119,6:51 PM,43,Overcast,negative
20170119,7:51 PM,43,Overcast,negative
20170119,8:51 PM,42.1,Mostly Cloudy,negative
20170119,9:51 PM,42.1,Partly Cloudy,neutral
20170119,10:32 PM,42.1,Mostly Cloudy,negative
20170119,10:51 PM,43,Overcast,negative
20170119,11:51 PM,43,Overcast,negative
20170120,12:51 AM,42.1,Overcast,negative
