date_hour,date_min,sentiment,web_url,date,id
19,10,0,https://www.nytimes.com/2017/03/01/briefing/donald-trump-mosul-kim-jong-nam-your-morning-briefing.html,3/1/2017,58b71cb995d0e024902fcf5d
19,10,1,https://www.nytimes.com/2017/03/01/upshot/trump-picks-a-side-how-tax-credits-would-work-in-a-gop-health-plan.html,3/1/2017,58b71c9e95d0e024902fcf5a
19,4,-1,https://www.nytimes.com/2017/03/01/health/avian-flu-china-who.html,3/1/2017,58b71b4195d0e024902fcf54
18,56,0,https://www.nytimes.com/2017/03/01/sports/hockey/nhl-trade-deadline.html,3/1/2017,58b7195495d0e024902fcf4c
18,45,-1,https://www.nytimes.com/2017/03/01/opinion/donald-trump-master-of-low-expectations.html,3/1/2017,58b716d595d0e024902fcf46
18,32,1,https://www.nytimes.com/2017/03/01/us/politics/supreme-court-virginia-house-delegates-gerrymandering.html,3/1/2017,58b713be95d0e024902fcf3d
18,30,-1,https://www.nytimes.com/2017/03/01/business/oculus-cuts-prices-of-its-virtual-reality-gear.html,3/1/2017,58b7134595d0e024902fcf3a
18,27,0,https://www.nytimes.com/slideshow/2017/03/01/fashion/runway-womens/rochas-fall-2017.html,3/1/2017,58b7128d95d0e024902fcf38
18,26,1,https://www.nytimes.com/2017/03/01/fashion/weddings/video-digital-wedding-invitations.html,3/1/2017,58b7124595d0e024902fcf37
18,25,0,https://www.nytimes.com/2017/03/01/nyregion/andrew-cuomo-israel-trip.html,3/1/2017,58b7123e95d0e024902fcf36
18,16,0,https://www.nytimes.com/2017/03/01/opinion/donald-trumps-obsession-with-applause.html,3/1/2017,58b70feb95d0e024902fcf2b
18,0,0,https://www.nytimes.com/2017/03/01/science/earths-oldest-bacteria-fossils.html,3/1/2017,58b70c3b95d0e024902fcf1f
17,57,0,https://www.nytimes.com/2017/03/01/movies/beauty-and-the-beast-director-talks-of-exclusively-gay-moment.html,3/1/2017,58b70b9795d0e024902fcf1d
17,50,0,https://krugman.blogs.nytimes.com/2017/03/01/coal-is-a-state-of-mind/,3/1/2017,58b70ac395d0e024902fcf18
17,42,0,https://www.nytimes.com/2017/03/01/technology/personaltech/editing-documents-on-both-a-pc-and-a-mac.html,3/1/2017,58b7080e95d0e024902fcf13
17,42,-1,https://www.nytimes.com/2017/03/01/world/middleeast/russia-syria-airstrike-americans-advisers.html,3/1/2017,58b707fc95d0e024902fcf12
17,41,0,https://www.nytimes.com/2017/03/01/theater/mark-ruffalo-broadway-the-price-arthur-miller.html,3/1/2017,58b707d795d0e024902fcf11
17,41,1,https://www.nytimes.com/2017/03/01/fashion/textiles-business-brooklyn-cool.html,3/1/2017,58b707b995d0e024902fcf10
17,41,-1,https://www.nytimes.com/2017/03/01/movies/at-reelabilities-the-story-of-the-blind-boys-of-alabama.html,3/1/2017,58b707b495d0e024902fcf0f
17,39,0,https://www.nytimes.com/2017/03/01/theater/ethan-lipton-have-rocket-will-travel.html,3/1/2017,58b7075195d0e024902fcf0d
17,38,0,https://www.nytimes.com/2017/03/01/technology/personaltech/daily-report-nintendo-switch.html,3/1/2017,58b7071895d0e024902fcf0c
17,33,1,https://www.nytimes.com/2017/03/01/arts/music/alternative-guitar-summit-dont-expect-three-chords-and-the-truth.html,3/1/2017,58b705e495d0e024902fcf06
17,32,-1,https://www.nytimes.com/2017/03/01/arts/design/william-powhida-political-and-not-amused.html,3/1/2017,58b705bc95d0e024902fcf05
17,31,0,https://www.nytimes.com/2017/03/01/world/middleeast/saudi-king-indonesia-wealth.html,3/1/2017,58b7058e95d0e024902fcf03
17,28,1,https://www.nytimes.com/2017/03/01/arts/dance/flamenco-festival-2017-resonant-thrills-in-search-of-duende.html,3/1/2017,58b715bf95d0e024902fcf45
17,26,0,https://www.nytimes.com/2017/03/01/arts/television/designated-survivor-returns-rifle-shot-ringing-in-the-air.html,3/1/2017,58b7046995d0e024902fcefc
17,25,0,https://www.nytimes.com/2017/03/01/arts/music/quaff-a-brew-and-chill-to-the-violin-with-miranda-cuckson.html,3/1/2017,58b703f895d0e024902fcefb
17,22,1,https://www.nytimes.com/2017/03/01/world/europe/mount-etna-volcano-eruption.html,3/1/2017,58b7037395d0e024902fcef9
17,17,-1,https://www.nytimes.com/2017/03/01/business/china-dollar-yuan-renminbi.html,3/1/2017,58b7023f95d0e024902fcef0
17,10,0,https://www.nytimes.com/2017/03/01/t-magazine/art/florine-stettheimer-studio-jeffrey-deitch.html,3/1/2017,58b7008b95d0e024902fceea
17,2,-1,https://www.nytimes.com/2017/03/01/nyregion/when-a-bull-is-loose-in-the-city-why-not-call-on-urban-cowboys.html,3/1/2017,58b6feb795d0e024902fcedf
17,1,1,https://www.nytimes.com/2017/03/01/t-magazine/beck-tom-waits-kendrick-lamar.html,3/1/2017,58b6fe8695d0e024902fcede
17,0,-1,https://www.nytimes.com/2017/03/01/arts/music/alan-gilbert-philharmonic-finale-global-unity-concert.html,3/1/2017,58b6fe1895d0e024902fcedb
16,56,0,https://www.nytimes.com/video/t-magazine/100000004953594/on-set-kendrick-lamar.html,3/1/2017,58b6fd3895d0e024902fced8
16,54,0,https://www.nytimes.com/video/t-magazine/100000004953613/on-set-beck.html,3/1/2017,58b6fcc595d0e024902fced5
16,38,0,https://www.nytimes.com/slideshow/2017/03/01/fashion/runway-womens/dries-van-noten-fall-2017.html,3/1/2017,58b6f90d95d0e024902fcecc
16,36,1,https://www.nytimes.com/2017/03/01/sports/basketball/amare-stoudemire-gay-teammate.html,3/1/2017,58b6f8af95d0e024902fcecb
16,31,0,https://www.nytimes.com/2017/03/01/business/dealbook/ray-dalio-bridgewater-hedge-fund.html,3/1/2017,58b6f78095d0e024902fcec9
16,31,-1,https://www.nytimes.com/2017/03/01/well/eat/stress-can-make-the-pounds-accumulate.html,3/1/2017,58b6f76695d0e024902fcec8
16,30,-1,https://www.nytimes.com/2017/03/01/theater/theater-of-war-director-named-new-york-city-artist-in-residence.html,3/1/2017,58b6f71295d0e024902fcec5
16,30,0,https://www.nytimes.com/2017/03/01/technology/personaltech/covering-fashion-shows-with-a-functional-iphone-keyboard.html,3/1/2017,58b6f70d95d0e024902fcec4
16,20,0,https://www.nytimes.com/2017/03/01/sports/golf/golf-unveils-new-simplified-rules.html,3/1/2017,58b6f4d495d0e024902fcebd
16,19,1,https://www.nytimes.com/2017/03/01/fashion/oscars-beauty-trends.html,3/1/2017,58b6f48795d0e024902fcebc
16,15,0,https://www.nytimes.com/2017/03/01/opinion/trump-vs-the-press.html,3/1/2017,58b6f3c695d0e024902fceb9
16,11,-1,https://www.nytimes.com/slideshow/2017/03/01/us/politics/kellyanne-conway-and-the-battle-over-decorum.html,3/1/2017,58b6f2af95d0e024902fceb1
16,10,1,https://www.nytimes.com/2017/03/01/dining/new-recipes-great-reads.html,3/1/2017,58b6f26695d0e024902fceb0
16,3,0,https://www.nytimes.com/2017/03/01/us/for-interior-montanan-with-deep-roots-and-inconsistent-record.html,3/1/2017,58b6f0f295d0e024902fcea8
15,38,1,https://www.nytimes.com/2017/03/01/business/dealbook/snap-ipo-snapchat.html,3/1/2017,58b6eaed95d0e024902fce98
15,37,0,https://www.nytimes.com/2017/03/01/fashion/paris-fashion-week-yves-saint-laurent-anthony-vaccarello.html,3/1/2017,58b6ead295d0e024902fce96
15,36,0,https://www.nytimes.com/2017/03/01/sports/basketball/cleveland-cavaliers-lebron-james-depth-roster-moves.html,3/1/2017,58b6ea7995d0e024902fce93
15,33,0,https://www.nytimes.com/slideshow/2017/03/01/t-magazine/spring-mens-trend-stripes-on-stripes.html,3/1/2017,58b6e9de95d0e024902fce91
15,30,0,https://www.nytimes.com/video/t-magazine/fashion/100000004961639/milan-fashion-week-in-60-seconds.html,3/1/2017,58b6e90a95d0e024902fce8e
15,14,-1,https://www.nytimes.com/2017/03/01/world/asia/philippines-death-penalty.html,3/1/2017,58b6e54a95d0e024902fce84
15,0,1,https://www.nytimes.com/2017/03/01/arts/design/3-win-the-pritzker-long-a-prize-for-starchitects.html,3/1/2017,58b6e21795d0e024902fce75
14,52,-1,https://www.nytimes.com/2017/03/01/world/europe/eu-future-jean-claude-juncker.html,3/1/2017,58b6e03195d0e024902fce70
14,47,0,https://www.nytimes.com/2017/03/01/world/middleeast/united-nations-war-crimes-syria.html,3/1/2017,58b6df1195d0e024902fce68
14,31,0,https://www.nytimes.com/2017/03/01/realestate/house-hunting-in-sydney.html,3/1/2017,58b6db4595d0e024902fce5f
14,31,0,https://www.nytimes.com/slideshow/2017/03/01/realestate/visit-a-victorian-house-in-sydney.html,3/1/2017,58b6db3995d0e024902fce5e
14,23,0,https://www.nytimes.com/2017/03/01/arts/music/lady-gaga-will-replace-beyonce-at-coachella.html,3/1/2017,58b6d98195d0e024902fce55
14,22,-1,https://www.nytimes.com/2017/03/01/world/asia/malaysia-kim-jong-nam-embassy-immunity.html,3/1/2017,58b6d91995d0e024902fce54
14,16,0,https://www.nytimes.com/2017/03/01/opinion/an-english-sheep-farmers-view-of-rural-america.html,3/1/2017,58b6d7c895d0e024902fce51
14,5,1,https://www.nytimes.com/2017/03/01/opinion/republicans-cheering-and-divided.html,3/1/2017,58b6d52c95d0e024902fce46
14,1,0,https://www.nytimes.com/2017/03/01/realestate/compare-homes-in-virginia-missouri-and-arkansas.html,3/1/2017,58b6d44095d0e024902fce41
14,1,0,https://www.nytimes.com/slideshow/2017/03/01/realestate/what-you-get-for-750000.html,3/1/2017,58b6d43a95d0e024902fce40
14,0,0,https://www.nytimes.com/2017/03/01/technology/personaltech/nintendo-switch.html,3/1/2017,58b6d3fe95d0e024902fce3f
14,0,1,https://www.nytimes.com/2017/03/01/business/retirement/encouraging-players-to-plan-for-after-the-games.html,3/1/2017,58b6d3fe95d0e024902fce3e
14,0,0,https://www.nytimes.com/2017/03/01/books/review/food-fights-and-culture-wars-tom-nealon.html,3/1/2017,58b6d3fd95d0e024902fce3d
13,45,0,https://www.nytimes.com/slideshow/2017/03/01/fashion/runway-womens/lanvin-fall-2017.html,3/1/2017,58b6d0a395d0e024902fce37
13,39,-1,https://www.nytimes.com/2017/03/01/world/asia/bombings-kabul-taliban.html,3/1/2017,58b6cf3795d0e024902fce32
13,34,-1,https://www.nytimes.com/2017/03/01/world/middleeast/drone-strike-kills-senior-al-qaeda-leader.html,3/1/2017,58b6cddd95d0e024902fce2d
13,27,-1,https://www.nytimes.com/video/world/asia/100000004963152/funeral-in-india-for-kansas-shooting-victim.html,3/1/2017,58b6cc5195d0e024902fce23
13,21,0,https://www.nytimes.com/2017/03/01/fashion/paris-fashion-week-french-vogue-transgender-model.html,3/1/2017,58b6caf995d0e024902fce1f
13,4,-1,https://iht-retrospective.blogs.nytimes.com/2017/03/01/1892-a-bold-bank-robber-in-london/,3/1/2017,58b6c7bb95d0e024902fce17
13,0,0,https://www.nytimes.com/2017/03/01/theater/5-must-see-shows-in-new-york-in-march-2017.html,3/1/2017,58b6c5d995d0e024902fce11
12,58,1,https://www.nytimes.com/2017/03/01/us/california-today-los-angeles-homelessness.html,3/1/2017,58b6c58d95d0e024902fce10
12,58,0,https://www.nytimes.com/2017/03/01/business/airlines-flights-liquor-beer-high-altitude.html,3/1/2017,58b6c58895d0e024902fce0f
12,54,-1,https://www.nytimes.com/2017/03/01/sports/basketball/kevin-durant-injury-golden-state-warriors.html,3/1/2017,58b6c47e95d0e024902fce0b
12,35,0,https://www.nytimes.com/slideshow/2017/03/01/fashion/runway-womens/maison-margiela-fall-2017.html,3/1/2017,58b6c03c95d0e024902fce04
12,35,0,https://www.nytimes.com/2017/03/01/world/europe/france-election-fillon.html,3/1/2017,58b6c02f95d0e024902fce03
12,0,-1,https://www.nytimes.com/2017/03/01/books/review/robert-lowell-biography-setting-the-river-on-fire-kay-redfield-jamison.html,3/1/2017,58b6b7de95d0e024902fcdeb
12,0,0,https://www.nytimes.com/2017/03/01/arts/kurt-andersen-alec-baldwin-to-write-satirical-book-about-president-trump.html,3/1/2017,58b6b7c895d0e024902fcdea
11,31,0,https://www.nytimes.com/2017/03/01/business/morning-agenda-time-inc-biblical-investing-company-culture.html,3/1/2017,58b6b11395d0e024902fcdda
11,0,1,https://www.nytimes.com/2017/03/01/technology/that-cool-robot-may-be-a-security-risk.html,3/1/2017,58b6a9c595d0e024902fcdc7
11,0,0,https://www.nytimes.com/2017/03/01/fashion/mens-style/bart-freundlich-basketball-julianne-moore.html,3/1/2017,58b6a9c095d0e024902fcdc4
11,0,0,https://www.nytimes.com/2017/03/01/travel/how-to-have-a-green-vacation.html,3/1/2017,58b6a9c095d0e024902fcdc5
11,0,0,https://www.nytimes.com/2017/03/01/well/move/frequent-brisk-walks-may-aid-those-with-early-alzheimers.html,3/1/2017,58b6a9b795d0e024902fcdc3
11,0,-1,https://www.nytimes.com/2017/03/01/well/mind/how-to-be-mindful-if-your-flight-is-delayed.html,3/1/2017,58b6a9c095d0e024902fcdc6
10,59,0,https://www.nytimes.com/2017/03/01/podcasts/the-daily/trump-congress-address.html,3/1/2017,58b6a9ac95d0e024902fcdc2
10,59,-1,https://www.nytimes.com/2017/03/01/world/middleeast/mosul-fleeing-family-iraqi-troops-isis.html,3/1/2017,58b6a9a795d0e024902fcdc1
10,58,0,https://www.nytimes.com/2017/03/01/nyregion/new-york-today-ash-wednesday-lent-womens-history-month.html,3/1/2017,58b6a94595d0e024902fcdc0
10,45,0,https://www.nytimes.com/2017/03/01/briefing/donald-trump-syria-uber.html,3/1/2017,58b6a64295d0e024902fcdb6
10,26,-1,https://www.nytimes.com/2017/03/01/us/politics/republicans-congress-obamacare-agenda.html,3/1/2017,58b6a1eb95d0e024902fcdac
10,3,0,https://www.nytimes.com/2017/03/01/arts/television/stephen-colbert-donald-trump-address.html,3/1/2017,58daa39595d0e02489b93d09
10,1,0,https://www.nytimes.com/2017/03/01/realestate/the-ironbound-newark-convenient-but-a-world-apart.html,3/1/2017,58b69be595d0e024902fcd9c
10,1,0,https://www.nytimes.com/slideshow/2017/03/01/realestate/living-in-the-ironbound-newark-nj.html,3/1/2017,58b69be095d0e024902fcd9b
10,0,0,https://www.nytimes.com/2017/03/01/sports/baseball/baseballs-too-slow-heres-how-you-fix-it.html,3/1/2017,58b69bd795d0e024902fcd9a
10,0,0,https://www.nytimes.com/video/us/100000004950581/jewish-cemetery-vandalized-st-louis-philadelphia.html,3/1/2017,58b69bca95d0e024902fcd99
10,0,0,https://www.nytimes.com/2017/03/01/travel/bangkok-thailand-city-of-spirits-culture.html,3/1/2017,58b69bc995d0e024902fcd94
10,0,0,https://www.nytimes.com/2017/03/01/arts/music/future-and-the-art-of-flooding-the-market.html,3/1/2017,58b69bc995d0e024902fcd95
10,0,0,https://www.nytimes.com/2017/03/01/technology/uber-case-could-be-a-watershed-for-women-in-tech.html,3/1/2017,58b69bc595d0e024902fcd92
10,0,0,https://www.nytimes.com/2017/03/01/us/politics/takeaways-president-trump-speech-congress.html,3/1/2017,58b69bc895d0e024902fcd93
10,0,-1,https://www.nytimes.com/2017/03/01/world/americas/mexico-donald-trump-texas-boll-weevil.html,3/1/2017,58b69bc995d0e024902fcd97
10,0,-1,https://www.nytimes.com/2017/03/01/magazine/sand-mining-india-how-to-steal-a-river.html,3/1/2017,58b69bc995d0e024902fcd96
10,0,-1,https://www.nytimes.com/2017/03/01/business/retirement/for-many-farmers-retirement-is-a-source-of-dread.html,3/1/2017,58b69bc095d0e024902fcd91
10,0,0,https://www.nytimes.com/2017/03/01/us/eric-garcetti-los-angeles-mayor-election.html,3/1/2017,58b69bc095d0e024902fcd8f
10,0,0,https://www.nytimes.com/2017/03/01/magazine/sam-gold-the-glass-menagerie-the-experimentalist-on-broadway.html,3/1/2017,58b69bbb95d0e024902fcd8e
10,0,0,https://www.nytimes.com/2017/03/01/magazine/should-you-tell-uber-your-driver-was-high.html,3/1/2017,58b69bc095d0e024902fcd90
10,0,0,https://www.nytimes.com/2017/03/01/travel/where-to-go-in-bangkok-thailand.html,3/1/2017,58b69bac95d0e024902fcd8b
10,0,0,https://www.nytimes.com/2017/03/01/magazine/evan-mcmullin-would-vote-for-a-democrat-if-he-had-to.html,3/1/2017,58b69bad95d0e024902fcd8d
10,0,0,https://www.nytimes.com/2017/03/01/books/review/elizabeth-bishop-biography-miracle-for-breakfast-megan-marshall.html,3/1/2017,58b69bac95d0e024902fcd8c
9,2,0,https://www.nytimes.com/2017/03/01/learning/what-rules-should-apply-to-transgender-athletes-when-they-compete.html,3/1/2017,58b68e1295d0e024902fcd65
9,0,0,https://lens.blogs.nytimes.com/2017/03/01/telling-the-stories-of-egypts-endangered-journalists/,3/1/2017,58b68e7795d0e024902fcd66
8,43,0,https://www.nytimes.com/video/us/politics/100000004960712/fact-check-trumps-address-to-congress.html,3/1/2017,58b689bc95d0e024902fcd5c
8,33,0,https://www.nytimes.com/2017/03/01/learning/questions-for-just-how-abnormal-is-the-trump-presidency-rating-20-events.html,3/1/2017,58b6874795d0e024902fcd52
8,21,-1,https://www.nytimes.com/2017/03/01/opinion/how-trump-will-hurt-my-border-town.html,3/1/2017,58b6848595d0e024902fcd48
8,21,0,https://www.nytimes.com/2017/03/01/opinion/can-populism-take-paris.html,3/1/2017,58b6848495d0e024902fcd47
8,21,-1,https://www.nytimes.com/2017/03/01/opinion/ms-devoss-fake-history-about-school-choice.html,3/1/2017,58b6848595d0e024902fcd49
8,21,-1,https://www.nytimes.com/2017/03/01/opinion/russia-sides-with-chemical-weapons.html,3/1/2017,58b6847f95d0e024902fcd45
8,21,0,https://www.nytimes.com/2017/03/01/opinion/tony-blairs-lesson-for-president-trump.html,3/1/2017,58b6848095d0e024902fcd46
8,20,-1,https://www.nytimes.com/2017/03/01/opinion/the-athlete-in-me-wont-stop.html,3/1/2017,58b6845195d0e024902fcd44
8,5,-1,https://www.nytimes.com/slideshow/2017/03/01/blogs/his-crime-photographing-protests-in-egypt.html,3/1/2017,58b680cb95d0e024902fcd3f
7,2,1,https://www.nytimes.com/2017/03/01/learning/kindness-across-divides.html,3/1/2017,58b671f695d0e024902fcd21
6,49,0,https://www.nytimes.com/2017/03/01/us/politics/william-ryan-carryn-owens-navy-seal-yemen.html,3/1/2017,58b66ee195d0e024902fcd1d
6,34,0,https://www.nytimes.com/2017/03/01/arts/television/president-trump-changes-his-tone-if-not-his-tune.html,3/1/2017,58b66b8a95d0e024902fcd17
6,6,0,https://www.nytimes.com/video/us/politics/100000004962719/paying-tribute-to-widow-of-slain-seal.html,3/1/2017,58b6650c95d0e024902fcd07
6,0,0,https://www.nytimes.com/2017/03/01/arts/television/whats-on-tv-wednesday-national-treasure-and-conan-without-borders.html,3/1/2017,58b6638195d0e024902fcd01
5,29,1,https://www.nytimes.com/slideshow/2017/03/01/us/trump-outlines-an-ambitious-agenda.html,3/1/2017,58b65c2d95d0e024902fccf0
5,24,1,https://www.nytimes.com/2017/03/01/us/politics/steven-beshear-democratic-response.html,3/1/2017,58b65b2095d0e024902fccef
5,24,0,https://www.nytimes.com/2017/03/01/us/politics/taxes-health-care-immigration-policy.html,3/1/2017,58b65b0495d0e024902fcced
5,22,-1,https://www.nytimes.com/2017/03/01/learning/01WODLN.html,3/1/2017,58b65a8395d0e024902fccec
5,20,0,https://www.nytimes.com/2017/03/01/travel/five-places-to-go-in-prague-czech-republic.html,3/1/2017,58b65a3a95d0e024902fcceb
5,20,1,https://www.nytimes.com/2017/03/01/us/politics/what-stood-out-to-you-in-president-trump-speech.html,3/1/2017,58daa3f695d0e02489b93d21
5,19,-1,https://www.nytimes.com/2017/03/01/sports/kevin-durant-hurts-knee-warriors-wizards.html,3/1/2017,58b65a0095d0e024902fcce9
5,18,0,https://www.nytimes.com/video/us/politics/100000004960710/trumps-address-to-congress.html,3/1/2017,58b659b595d0e024902fcce6
5,18,0,https://www.nytimes.com/2017/03/01/us/politics/national-security-foreign-policy-white-house.html,3/1/2017,58b6598b95d0e024902fcce5
5,13,0,https://www.nytimes.com/2017/03/01/us/politics/trump-undocumented-immigrants.html,3/1/2017,58b6589595d0e024902fcce3
5,12,0,https://www.nytimes.com/2017/03/01/pageoneplus/corrections-march-1-2017.html,3/1/2017,58b6583d95d0e024902fccdc
5,11,0,https://www.nytimes.com/2017/03/01/dining/cereal-health-new-york-city-public-schools.html,3/1/2017,58b657fc95d0e024902fccdb
5,7,0,https://www.nytimes.com/2017/03/01/technology/uber-chief-apologizes-after-video-shows-him-arguing-with-driver.html,3/1/2017,58b6572b95d0e024902fccd8
5,1,0,https://www.nytimes.com/2017/03/01/briefing/donald-trump-samsung-francois-hollande.html,3/1/2017,58b655b095d0e024902fccd5
5,0,-1,https://www.nytimes.com/2017/03/01/business/trump-tpp-trade-vietnam-labor-environment.html,3/1/2017,58b6556e95d0e024902fccd3
5,0,-1,https://www.nytimes.com/2017/03/01/arts/design/gracie-mansion-to-display-artifacts-from-world-war-ii-era.html,3/1/2017,58b6555a95d0e024902fccd2
4,48,0,https://www.nytimes.com/interactive/2017/02/28/us/politics/in-their-choice-of-guests-trump-and-congressional-democrats-sent-dueling-messages.html,3/1/2017,58b6528795d0e024902fcccd
4,39,1,https://www.nytimes.com/2017/02/28/opinion/visions-of-trumptopia.html,3/1/2017,58b6507995d0e024902fccc6
4,34,0,https://www.nytimes.com/2017/02/28/us/politics/chamber-address-congress.html,3/1/2017,58b64f7395d0e024902fccc5
4,33,0,https://www.nytimes.com/2017/02/28/opinion/donald-trumps-military-preening.html,3/1/2017,58b64f2195d0e024902fccc0
